number,value,datetime_start,datetime_complete,duration,params_batch_size,params_dist1,params_iseed,params_l2_penalty_choice,params_l2_penalty_nz,params_lr,params_lr_anneal_start,params_ncode,params_nhid1,params_nhid2,params_nhid3,params_scale_heur1,params_scale_mult1,params_squash,user_attrs_ed_cl1_mean,user_attrs_ed_cl2_mean,user_attrs_ed_cl3_mean,user_attrs_ed_cl4_mean,user_attrs_ed_cl5_mean,user_attrs_ed_cl6_mean,user_attrs_ed_cl7_mean,user_attrs_ed_overall_mean,user_attrs_val_recon_loss_mean,user_attrs_val_recon_loss_std,state
0,0.3079749643802643,2025-09-02 03:15:51.967005,2025-09-02 03:26:36.403064,0 days 00:10:44.436059,100,normal,6,zero,,0.28678812614035476,266,192,1008,608,576,old,0.7186620787543885,logistic,0.012940009435017904,0.01300219694773356,0.013003349304199219,0.012883305549621582,0.012921849886576334,0.01275336742401123,0.0077054500579833984,0.012172789800734747,0.3079749643802643,0.006564573491674222,COMPLETE
1,0.7969218095143636,2025-09-02 03:26:36.403748,2025-09-02 03:32:50.225023,0 days 00:06:13.821275,256,uniform,6,nz,3.005736980965281e-06,0.002727419843207111,355,304,800,736,544,old,0.7651904189827918,tanh,0.012997786204020182,0.013044397036234537,0.013106028238932291,0.013060887654622396,0.013159831364949545,0.013051350911458334,0.012975374857584635,0.013056522323971703,0.7969218095143636,0.01600081939950835,COMPLETE
2,0.958585262298584,2025-09-02 03:32:50.225744,2025-09-02 03:36:36.300408,0 days 00:03:46.074664,512,uniform,5,zero,,0.012516506414049113,127,496,512,704,592,Glorot,,logistic,0.013234933217366537,0.013130267461140951,0.013037006060282389,0.01317286491394043,0.013031999270121256,0.013199806213378906,0.013050675392150879,0.013122507504054479,0.958585262298584,0.013244987136118023,COMPLETE
3,0.40193862716356915,2025-09-02 03:36:36.300935,2025-09-02 03:40:43.434162,0 days 00:04:07.133227,512,uniform,6,nz,0.004311894460840844,0.044606921806839235,3912,240,544,800,560,Glorot,,tanh,0.012313365936279297,0.012363592783610025,0.01087486743927002,0.00942389170328776,0.010683019955952963,0.009604573249816895,1.2556711832682291e-05,0.009325123968578519,0.40193862716356915,0.0016285434796214505,COMPLETE
4,0.349875807762146,2025-09-02 03:40:43.434677,2025-09-02 03:46:52.962658,0 days 00:06:09.527981,256,uniform,6,nz,0.0009348010035975294,0.08459908187981949,3315,720,848,768,256,Glorot,,logistic,0.012762308120727539,0.012913902600606283,0.012900431950887045,0.012915253639221191,0.0126417875289917,0.012143810590108236,0.0004181861877441406,0.010956525802612305,0.349875807762146,0.0012703390648442624,COMPLETE
5,1.0349506934483845,2025-09-02 03:46:52.963194,2025-09-02 03:58:10.783345,0 days 00:11:17.820151,100,normal,5,nz,1.0224729613848469e-07,4.421316033446251e-05,217,272,240,320,640,Glorot,,logistic,0.013045708338419596,0.013148903846740723,0.013059655825297037,0.01307535171508789,0.013172109921773275,0.012965162595113119,0.013328194618225098,0.013113583837236676,1.0349506934483845,0.002599050341740108,COMPLETE
6,0.8739398916562399,2025-09-02 03:58:10.784031,2025-09-02 04:00:34.618083,0 days 00:02:23.834052,512,normal,6,zero,,0.015141727048604519,713,160,160,384,864,Glorot,,logistic,0.013073404630025228,0.01304177443186442,0.013164083162943522,0.013152837753295898,0.013135592142740885,0.013013641039530436,0.01144258181254069,0.012860559281848727,0.8739398916562399,0.013215554187093812,COMPLETE
7,1.034321943918864,2025-09-02 04:00:34.620370,2025-09-02 04:07:15.365545,0 days 00:06:40.745175,512,uniform,7,nz,9.145647612182531e-08,2.6794035197775516e-06,525,912,816,912,672,old,1.4106098531398028,logistic,0.013037800788879395,0.013088226318359375,0.013152798016866049,0.013037840525309244,0.01326457659403483,0.013001600901285807,0.013100663820902506,0.013097643852233888,1.034321943918864,0.0033364702156979814,COMPLETE
8,0.6355946063995361,2025-09-02 04:07:15.366079,2025-09-02 04:13:51.161824,0 days 00:06:35.795745,256,normal,7,nz,0.0001871943431883414,0.003747370883995538,3187,464,960,880,224,old,1.3702309915315387,logistic,0.013084848721822103,0.013041456540425619,0.013310472170511881,0.013115922609965006,0.012913664182027182,0.013007521629333496,0.012231071790059408,0.01295785109202067,0.6355946063995361,0.0019385418611792761,COMPLETE
9,1.0413885513941448,2025-09-02 04:13:51.162250,2025-09-02 04:17:14.042693,0 days 00:03:22.880443,512,uniform,7,zero,,3.559828805613139e-06,6180,1024,512,656,160,old,1.2728884162252707,tanh,0.013222018877665201,0.013083775838216146,0.01321113109588623,0.013077179590861002,0.012943625450134277,0.013152082761128744,0.013020197550455729,0.013101430166335332,1.0413885513941448,0.002123649978422489,COMPLETE
10,1.0189531644185383,2025-09-02 04:17:14.043133,2025-09-02 04:22:06.468150,0 days 00:04:52.425017,256,normal,8,zero,,7.294027543887749e-05,3218,688,656,384,592,old,1.363257397007826,logistic,0.013023893038431803,0.013072570164998373,0.01320334275563558,0.0130538543065389,0.013011495272318522,0.01298352082570394,0.01300795873006185,0.013050947870526994,1.0189531644185383,0.005400900221208745,COMPLETE
11,0.8532654643058777,2025-09-02 04:22:06.468764,2025-09-02 04:27:46.247325,0 days 00:05:39.778561,256,uniform,8,nz,0.0024972077447578873,0.007310176710660118,454,224,672,432,1024,old,1.8001794743913964,logistic,0.012957016626993815,0.012895544370015463,0.013131141662597656,0.013060688972473145,0.012992501258850098,0.013044953346252441,0.012867252031962076,0.012992728324163528,0.8532654643058777,0.02023867224199102,COMPLETE
12,1.0413698355356853,2025-09-02 04:27:46.247902,2025-09-02 05:22:41.590326,0 days 00:54:55.342424,20,normal,8,nz,0.004254112064439847,2.0726919407873168e-06,124,448,608,160,976,Glorot,,tanh,0.013121962547302246,0.013052066167195639,0.013094822565714518,0.013113617897033691,0.013100425402323404,0.012797911961873373,0.01306295394897461,0.013049108641488212,1.0413698355356853,0.004142703877218977,COMPLETE
13,1.0148914257685344,2025-09-02 05:22:41.590741,2025-09-02 05:33:28.861919,0 days 00:10:47.271178,100,normal,7,nz,1.4950164658652627e-07,6.18694946626799e-05,935,864,480,608,928,old,0.3760172191602512,tanh,0.01307666301727295,0.013048688570658365,0.013031522432963053,0.013082464536031088,0.013071298599243164,0.01307364304860433,0.013084689776102701,0.013066995711553663,1.0148914257685344,0.0010305517543812326,COMPLETE
