number,value,datetime_start,datetime_complete,duration,params_batch_size,params_colnorm_thresh,params_dist1,params_iseed,params_l2_penalty_choice,params_l2_penalty_nz,params_lr,params_lr_anneal_start,params_nhid1,params_pca_energy,params_preproc,params_scale_heur1,params_scale_mult1,params_squash,user_attrs_avg_fit_criteria,state,avg_fit_criteria
41,0.4509833335876465,2025-08-24 20:40:38.451174,2025-08-24 20:57:54.178247,0 days 00:17:15.727073,20,3.80650539420546e-08,normal,6,nz,7.470938357066023e-05,0.047562520069082403,2470,208,,colnorm,Glorot,,logistic,0.0005120515823364257,COMPLETE,0.0005120515823364257
42,0.3272166669368744,2025-08-24 20:57:54.178644,2025-08-24 21:01:16.023448,0 days 00:03:21.844804,100,2.713084917839435e-07,normal,6,nz,2.3529026250142787e-05,0.007189754730064027,309,256,,colnorm,Glorot,,logistic,0.012706971168518067,COMPLETE,0.012706971168518067
43,0.4586833298206329,2025-08-24 21:01:16.023780,2025-08-24 21:16:38.858153,0 days 00:15:22.834373,20,1.1061900367897137e-07,uniform,5,zero,,0.031326644415820594,814,240,,colnorm,old,0.21963967366974343,logistic,0.00940854549407959,COMPLETE,0.00940854549407959
44,0.39039999842643736,2025-08-24 21:16:38.858537,2025-08-24 21:19:53.898815,0 days 00:03:15.040278,100,,uniform,8,zero,,0.010617600249583515,5833,320,0.6899713576159323,pca,Glorot,,logistic,0.008590507507324218,COMPLETE,0.008590507507324218
45,0.3884666621685028,2025-08-24 21:19:53.899723,2025-08-24 21:36:02.430124,0 days 00:16:08.530401,20,,normal,6,nz,2.3001451550741492e-05,0.0013790925684738868,5853,416,,raw,Glorot,,tanh,0.011737179756164551,COMPLETE,0.011737179756164551
46,0.4584333300590515,2025-08-24 21:36:02.430521,2025-08-24 21:52:11.561960,0 days 00:16:09.131439,20,1.0790402431455932e-07,uniform,5,nz,0.000262557887498693,0.004469199812241481,6141,352,,colnorm,Glorot,,logistic,0.00932157039642334,COMPLETE,0.00932157039642334
47,0.35208332538604736,2025-08-24 21:52:11.562353,2025-08-24 22:08:13.681678,0 days 00:16:02.119325,20,,normal,6,nz,3.873153093856561e-06,0.018051474993776566,722,304,0.5876063020301385,pca,Glorot,,tanh,0.011680340766906739,COMPLETE,0.011680340766906739
48,0.4398999989032745,2025-08-24 22:08:13.682068,2025-08-24 22:11:34.289716,0 days 00:03:20.607648,100,2.8224861396127757e-06,uniform,6,nz,7.322338881207568e-06,0.07540434651907044,3072,560,,colnorm,Glorot,,tanh,0.0018432140350341797,COMPLETE,0.0018432140350341797
49,0.4576833248138428,2025-08-24 22:11:34.290004,2025-08-24 22:14:53.024592,0 days 00:03:18.734588,100,0.00011315594785260865,normal,5,nz,1.381160913156228e-08,0.05357192736994643,2294,384,,colnorm,Glorot,,logistic,0.0009255409240722656,COMPLETE,0.0009255409240722656
50,0.4793833255767822,2025-08-24 22:14:53.024921,2025-08-24 22:30:57.709448,0 days 00:16:04.684527,20,0.0002354013504309392,normal,6,nz,8.318055200941528e-05,0.023524171807971197,1446,480,,colnorm,old,0.7524481606860799,logistic,0.00852503776550293,COMPLETE,0.00852503776550293
51,0.34424999356269836,2025-08-24 22:30:57.709842,2025-08-24 22:46:53.333445,0 days 00:15:55.623603,20,,normal,6,nz,9.481187839001379e-05,0.01907539757742837,1605,624,,raw,Glorot,,logistic,0.010252285003662109,COMPLETE,0.010252285003662109
52,0.4051166594028473,2025-08-24 22:46:53.333849,2025-08-24 23:03:03.122202,0 days 00:16:09.788353,20,0.00020323860422519774,normal,6,nz,7.263419701300512e-05,0.004941635707127116,1697,448,,colnorm,old,0.8311280236875863,logistic,0.012283134460449218,COMPLETE,0.012283134460449218
