number,value,datetime_start,datetime_complete,duration,params_batch_size,params_dist1,params_iseed,params_l2_penalty_choice,params_l2_penalty_nz,params_lr,params_lr_anneal_start,params_nhid1,params_scale_heur1,params_scale_mult1,params_squash,user_attrs_avg_fit_criteria,state,avg_fit_criteria
40,0.5177097201347352,2025-09-02 22:49:55.324242,2025-09-02 22:56:51.094324,0 days 00:06:55.770082,100,normal,6,zero,,0.0020093447679859944,1510,976,old,0.7897342187886371,logistic,0.012584710121154785,COMPLETE,0.012584710121154785
41,0.2626451671123505,2025-09-02 22:56:51.095121,2025-09-02 23:03:50.186373,0 days 00:06:59.091252,100,normal,5,zero,,0.0013178595061205047,329,656,old,1.6891567488156214,logistic,0.013122129440307616,COMPLETE,0.013122129440307616
42,0.8757258653640747,2025-09-02 23:03:50.190331,2025-09-02 23:10:47.832082,0 days 00:06:57.641751,100,normal,5,zero,,0.020520468795960502,5573,720,old,1.2385120108259946,tanh,0.0037895917892456056,COMPLETE,0.0037895917892456056
43,0.5696935534477234,2025-09-02 23:10:47.833052,2025-09-02 23:45:24.830449,0 days 00:34:36.997397,20,uniform,7,zero,,0.01077541132005978,1870,752,Glorot,,logistic,0.011287903785705567,COMPLETE,0.011287903785705567
44,0.8519516348838806,2025-09-02 23:45:24.831465,2025-09-03 00:21:59.145850,0 days 00:36:34.314385,20,normal,5,nz,0.002919765386742817,0.4080388969790123,813,192,old,1.977044803454637,tanh,0.06756641864776611,COMPLETE,0.06756641864776611
45,0.903080677986145,2025-09-03 00:21:59.146292,2025-09-03 00:56:25.759616,0 days 00:34:26.613324,20,uniform,6,zero,,0.10467739650491467,8879,240,old,1.988181682835439,logistic,3.914833068847656e-05,COMPLETE,3.914833068847656e-05
46,0.8465484142303467,2025-09-03 00:56:25.760050,2025-09-03 01:03:44.627780,0 days 00:07:18.867730,100,uniform,8,nz,0.0009110543562389147,0.10750221368169545,280,512,Glorot,,tanh,0.004789423942565918,COMPLETE,0.004789423942565918
47,0.48975807428359985,2025-09-03 01:03:44.628224,2025-09-03 01:40:22.382504,0 days 00:36:37.754280,20,normal,6,nz,1.2137828511775467e-07,0.0005684434147264066,1175,816,Glorot,,tanh,0.012982916831970216,COMPLETE,0.012982916831970216
48,0.34293549656867983,2025-09-03 01:40:22.382950,2025-09-03 02:16:47.817957,0 days 00:36:25.435007,20,normal,7,nz,5.733827693309677e-05,5.079600868546174e-06,1084,480,Glorot,,tanh,0.013121795654296876,COMPLETE,0.013121795654296876
49,0.5191129326820374,2025-09-03 02:16:47.818933,2025-09-03 02:51:08.252470,0 days 00:34:20.433537,20,normal,5,zero,,0.010843892878441716,158,224,old,0.6646190292569847,tanh,0.012805342674255371,COMPLETE,0.012805342674255371
50,0.41411292552948,2025-09-03 02:51:08.253384,2025-09-03 02:58:34.020770,0 days 00:07:25.767386,100,normal,6,nz,0.000194697733265765,0.0019162850142456203,235,672,old,1.6809867835351213,tanh,0.012967753410339355,COMPLETE,0.012967753410339355
51,0.8398548722267151,2025-09-03 02:58:34.021226,2025-09-03 03:05:57.596267,0 days 00:07:23.575041,100,normal,7,nz,2.7495142582401514e-07,0.05907447236904719,655,320,old,1.39075721911742,tanh,0.0036434650421142576,COMPLETE,0.0036434650421142576
52,0.35537098050117494,2025-09-03 03:05:57.596730,2025-09-03 03:40:30.311968,0 days 00:34:32.715238,20,normal,5,zero,,3.857174781334704e-05,3039,800,Glorot,,tanh,0.013030600547790528,COMPLETE,0.013030600547790528
53,0.9142903447151184,2025-09-03 03:40:30.314281,2025-09-03 04:17:06.293417,0 days 00:36:35.979136,20,normal,7,nz,3.386321498655938e-06,0.12264970522261864,2353,592,Glorot,,tanh,0.00038728713989257815,COMPLETE,0.00038728713989257815
