number,value,datetime_start,datetime_complete,duration,params_batch_size,params_colnorm_thresh,params_dist1,params_iseed,params_l2_penalty_choice,params_l2_penalty_nz,params_lr,params_lr_anneal_start,params_nhid1,params_pca_energy,params_preproc,params_scale_heur1,params_scale_mult1,params_squash,user_attrs_avg_fit_criteria,state,avg_fit_criteria
0,0.19073333442211152,2025-08-24 10:57:11.764983,2025-08-24 11:00:30.323453,0 days 00:03:18.558470,100,,normal,6,nz,0.005020847175011941,0.28678812614035476,266,80,,raw,old,0.7186620787543885,logistic,0.020250558853149414,COMPLETE,0.020250558853149414
1,0.35481666326522826,2025-08-24 11:00:30.325648,2025-08-24 11:16:06.287305,0 days 00:15:35.961657,20,6.404970863644254e-07,uniform,7,zero,,0.002727419843207111,355,224,,colnorm,old,0.7651904189827918,tanh,0.013129043579101562,COMPLETE,0.013129043579101562
2,0.10000000149011612,2025-08-24 11:16:06.289131,2025-08-24 11:19:21.670349,0 days 00:03:15.381218,100,3.6201072407748306e-07,normal,8,zero,,0.5405177223050418,2318,656,,colnorm,old,1.4530888343305441,tanh,,COMPLETE,
3,0.3288166582584381,2025-08-24 11:19:21.670645,2025-08-24 11:22:28.664126,0 days 00:03:06.993481,100,,normal,5,zero,,0.0003086104554138934,785,480,,raw,old,0.4979025208384174,tanh,0.013015508651733398,COMPLETE,0.013015508651733398
4,0.31056666374206543,2025-08-24 11:22:28.664442,2025-08-24 11:25:37.404881,0 days 00:03:08.740439,100,,uniform,6,zero,,0.0753316189564453,715,288,,raw,old,0.842727131035182,logistic,0.009839725494384766,COMPLETE,0.009839725494384766
5,0.4071666657924652,2025-08-24 11:25:37.405190,2025-08-24 11:28:58.918432,0 days 00:03:21.513242,100,,normal,7,zero,,0.13862889345041887,116,144,0.9709046340957243,pca,old,1.6080142723828008,logistic,0.008426165580749512,COMPLETE,0.008426165580749512
6,0.23864999413490295,2025-08-24 11:28:58.918812,2025-08-24 11:44:37.386646,0 days 00:15:38.467834,20,,uniform,7,zero,,1.8560837352965355e-06,103,688,0.5841376526836222,pca,Glorot,,tanh,0.012967467308044434,COMPLETE,0.012967467308044434
7,0.43080000281333924,2025-08-24 11:44:37.387051,2025-08-24 11:47:58.815350,0 days 00:03:21.428299,100,,uniform,6,zero,,0.0045466213818785945,5559,256,0.9962788595863201,pca,Glorot,,logistic,0.010277867317199707,COMPLETE,0.010277867317199707
8,0.2528166562318802,2025-08-24 11:47:58.816964,2025-08-24 12:03:39.962355,0 days 00:15:41.145391,20,1.3368559695948625e-06,normal,5,zero,,1.7286821158315763e-05,6875,560,,colnorm,Glorot,,logistic,0.013211274147033691,COMPLETE,0.013211274147033691
9,0.2884166598320007,2025-08-24 12:03:39.962749,2025-08-24 12:20:05.756830,0 days 00:16:25.794081,20,3.2487879589717105e-05,uniform,8,nz,1.7289062457084353e-08,0.008683638175257328,196,64,,colnorm,Glorot,,logistic,0.012100982666015624,COMPLETE,0.012100982666015624
10,0.3728166580200195,2025-08-24 12:20:05.757226,2025-08-24 12:35:45.604084,0 days 00:15:39.846858,20,3.7695952432846887e-06,uniform,5,zero,,0.005988265244732958,304,96,,colnorm,Glorot,,tanh,0.012409496307373046,COMPLETE,0.012409496307373046
11,0.24181666374206542,2025-08-24 12:35:45.604473,2025-08-24 12:50:52.663641,0 days 00:15:07.059168,20,,uniform,7,zero,,2.205572604793678e-06,1299,112,0.9177342805737674,pca,Glorot,,tanh,0.012808728218078613,COMPLETE,0.012808728218078613
12,0.157150000333786,2025-08-24 12:50:52.664047,2025-08-24 12:54:10.660158,0 days 00:03:17.996111,100,,uniform,8,zero,,0.6463670471704025,645,384,0.6854374496447422,pca,old,0.6411968347530046,tanh,,COMPLETE,
13,0.24899999797344208,2025-08-24 12:54:10.660543,2025-08-24 12:57:35.560689,0 days 00:03:24.900146,100,2.4464011566467275e-05,normal,7,nz,6.580761756952406e-06,3.529805211191061e-06,1037,544,,colnorm,old,1.9071709329056934,logistic,0.013195943832397462,COMPLETE,0.013195943832397462
14,0.298416668176651,2025-08-24 12:57:35.560992,2025-08-24 13:13:21.036698,0 days 00:15:45.475706,20,4.53231249709737e-06,uniform,6,zero,,0.0008232511308055879,1021,416,,colnorm,Glorot,,logistic,0.013031601905822754,COMPLETE,0.013031601905822754
15,0.2441166639328003,2025-08-24 13:13:21.037088,2025-08-24 13:29:52.519258,0 days 00:16:31.482170,20,0.00022796177218519458,normal,5,nz,4.566335943744083e-08,9.86923632335542e-06,483,544,,colnorm,Glorot,,logistic,0.012847995758056641,COMPLETE,0.012847995758056641
16,0.46668333411216734,2025-08-24 13:29:52.521896,2025-08-24 13:33:06.333092,0 days 00:03:13.811196,100,1.189274263546075e-06,uniform,6,zero,,0.025365537259255194,4125,816,,colnorm,old,0.48948637724712935,tanh,0.004726052284240723,COMPLETE,0.004726052284240723
17,0.2599333345890045,2025-08-24 13:33:06.333436,2025-08-24 13:49:25.637775,0 days 00:16:19.304339,20,,uniform,6,nz,1.4593069348259313e-06,4.8725813807672996e-05,872,496,,raw,Glorot,,logistic,0.013211750984191894,COMPLETE,0.013211750984191894
