number,value,datetime_start,datetime_complete,duration,params_batch_size,params_colnorm_thresh,params_dist1,params_iseed,params_l2_penalty_choice,params_l2_penalty_nz,params_lr,params_lr_anneal_start,params_nhid1,params_nhid2,params_nhid3,params_pca_energy,params_preproc,params_scale_heur1,params_scale_mult1,params_squash,user_attrs_avg_fit_criteria,user_attrs_ed_cl1_mean,user_attrs_ed_cl2_mean,user_attrs_ed_cl3_mean,state,avg_fit_criteria,ed_cl1_mean,ed_cl2_mean,ed_cl3_mean
26,0.11251613348722458,2025-08-24 18:53:46.576887,2025-08-24 19:27:16.651532,0 days 00:33:30.074645,20,,uniform,6,nz,0.00025273534942158024,1.5444453286934103e-06,443,832,48,704,0.5000924595149698,pca,old,1.6974991883625365,logistic,0.01275628407796224,0.013100147247314453,0.01226494312286377,0.012903761863708497,COMPLETE,0.01275628407796224,0.013100147247314453,0.01226494312286377,0.012903761863708497
27,0.33161291778087615,2025-08-24 19:27:16.654693,2025-08-24 20:00:32.616387,0 days 00:33:15.961694,20,,uniform,5,nz,2.8653067848446513e-08,0.13594321102820803,100,64,960,832,0.5315053238870611,pca,Glorot,,logistic,0.012013077735900879,0.010472297668457031,0.012976932525634765,0.01259000301361084,COMPLETE,0.012013077735900879,0.010472297668457031,0.012976932525634765,0.01259000301361084
28,0.11251613348722458,2025-08-24 20:00:32.619282,2025-08-24 20:07:17.418027,0 days 00:06:44.798745,100,,uniform,8,nz,2.195171270562009e-06,0.00019975831193664464,686,64,592,192,,raw,Glorot,,logistic,0.013001060485839844,0.012754201889038086,0.01313033103942871,0.013118648529052734,COMPLETE,0.013001060485839844,0.012754201889038086,0.01313033103942871,0.013118648529052734
29,0.11251613348722458,2025-08-24 20:07:17.418345,2025-08-24 20:13:59.699764,0 days 00:06:42.281419,100,,uniform,8,nz,1.1354612839945856e-05,5.104214441669944e-05,474,816,576,16,,raw,old,1.84336145631759,tanh,0.012582945823669435,0.012932229042053222,0.013145804405212402,0.011670804023742676,COMPLETE,0.012582945823669435,0.012932229042053222,0.013145804405212402,0.011670804023742676
30,0.3349516212940216,2025-08-24 20:13:59.700171,2025-08-24 20:47:27.316667,0 days 00:33:27.616496,20,,normal,5,nz,3.4666480400355086e-05,3.0590198493981793e-06,1159,1024,560,320,0.5285715720343376,pca,Glorot,,tanh,0.013090070088704428,0.013228940963745116,0.013104748725891114,0.01293652057647705,COMPLETE,0.013090070088704428,0.013228940963745116,0.013104748725891114,0.01293652057647705
31,0.2556451678276062,2025-08-24 20:47:27.317069,2025-08-24 20:53:03.734285,0 days 00:05:36.417216,100,,normal,7,zero,,0.0013178595061205047,329,544,624,736,,raw,Glorot,,tanh,0.013130052884419758,0.013082361221313477,0.013160252571105957,0.013147544860839844,COMPLETE,0.013130052884419758,0.013082361221313477,0.013160252571105957,0.013147544860839844
32,0.11251613348722458,2025-08-24 20:53:03.734571,2025-08-24 20:58:26.393591,0 days 00:05:22.659020,100,,normal,5,zero,,8.060709675998e-05,273,592,848,816,,raw,Glorot,,logistic,0.013014475504557291,0.012946414947509765,0.013173317909240723,0.012923693656921387,COMPLETE,0.013014475504557291,0.012946414947509765,0.013173317909240723,0.012923693656921387
33,0.7982258275151253,2025-08-24 20:58:26.393930,2025-08-24 21:03:52.829803,0 days 00:05:26.435873,100,,uniform,5,zero,,0.3881631908547999,550,656,768,480,0.8360361547567354,pca,old,0.34952059690438664,tanh,,,,,COMPLETE,,,,
34,0.3166935622692108,2025-08-24 21:03:52.830115,2025-08-24 21:09:17.516361,0 days 00:05:24.686246,100,,normal,5,zero,,1.5698573371230564e-06,9702,16,848,784,0.9554456629821021,pca,old,0.8219145201736515,tanh,0.013049928347269694,0.012874245643615723,0.013034701347351074,0.013240838050842285,COMPLETE,0.013049928347269694,0.012874245643615723,0.013034701347351074,0.013240838050842285
35,0.11251613348722458,2025-08-24 21:09:17.516665,2025-08-24 21:36:24.824732,0 days 00:27:07.308067,20,0.00023030123347169337,uniform,5,zero,,0.00022925779841068158,7530,624,304,272,,colnorm,Glorot,,logistic,0.013038182258605957,0.013215088844299316,0.013093161582946777,0.012806296348571777,COMPLETE,0.013038182258605957,0.013215088844299316,0.013093161582946777,0.012806296348571777
