number,value,datetime_start,datetime_complete,duration,params_batch_size,params_dist1,params_iseed,params_l2_penalty_choice,params_l2_penalty_nz,params_lr,params_lr_anneal_start,params_nhid1,params_scale_heur1,params_scale_mult1,params_squash,user_attrs_avg_fit_criteria,state,avg_fit_criteria
0,0.1804999977350235,2025-09-02 03:15:51.402945,2025-09-02 03:23:05.707111,0 days 00:07:14.304166,100,normal,8,zero,,0.012611815565767931,2659,832,old,1.1017912259422258,logistic,0.009906315803527832,COMPLETE,0.009906315803527832
1,0.18863333463668824,2025-09-02 03:23:05.707596,2025-09-02 03:59:46.220659,0 days 00:36:40.513063,20,uniform,6,nz,2.0547199328558857e-07,0.16396997761073914,743,192,old,1.2225775747269245,logistic,0.0014288187026977538,COMPLETE,0.0014288187026977538
2,0.05098333284258842,2025-09-02 03:59:46.221080,2025-09-02 04:06:34.461825,0 days 00:06:48.240745,100,uniform,5,zero,,9.506281571106352e-05,1011,288,Glorot,,logistic,0.012937712669372558,COMPLETE,0.012937712669372558
3,0.07225000113248825,2025-09-02 04:06:34.462239,2025-09-02 04:42:30.909190,0 days 00:35:56.446951,20,uniform,8,nz,3.340579416277081e-05,2.1049515830306782e-06,798,992,Glorot,,tanh,0.013066530227661133,COMPLETE,0.013066530227661133
4,0.18808332681655884,2025-09-02 04:42:30.912481,2025-09-02 04:49:22.449596,0 days 00:06:51.537115,100,normal,8,zero,,0.005680937610553498,2579,496,Glorot,,tanh,0.011265110969543458,COMPLETE,0.011265110969543458
5,0.1934000015258789,2025-09-02 04:49:22.450387,2025-09-02 05:23:19.374409,0 days 00:33:56.924022,20,normal,7,zero,,0.040058969243291886,2604,992,Glorot,,logistic,0.005027318000793457,COMPLETE,0.005027318000793457
6,0.060199999064207074,2025-09-02 05:23:19.375276,2025-09-02 05:30:08.935260,0 days 00:06:49.559984,100,uniform,8,zero,,1.2460411629798946e-05,6359,416,Glorot,,logistic,0.012949633598327636,COMPLETE,0.012949633598327636
7,0.07238333076238632,2025-09-02 05:30:08.935689,2025-09-02 05:36:57.868192,0 days 00:06:48.932503,100,normal,5,zero,,6.369821113063238e-06,9757,720,old,0.5115210082666259,tanh,0.013096308708190918,COMPLETE,0.013096308708190918
8,0.07034999877214432,2025-09-02 05:36:57.869191,2025-09-02 06:10:49.926877,0 days 00:33:52.057686,20,uniform,6,zero,,4.4654883954691955e-06,3564,416,old,0.6601759155814514,tanh,0.013073158264160157,COMPLETE,0.013073158264160157
9,0.12796666473150253,2025-09-02 06:10:49.927293,2025-09-02 06:18:07.514454,0 days 00:07:17.587161,100,uniform,8,nz,1.5621204728163365e-06,0.0036346950323246753,538,928,Glorot,,tanh,0.012913346290588379,COMPLETE,0.012913346290588379
10,0.07098333388566971,2025-09-02 06:18:07.514923,2025-09-02 06:54:13.012704,0 days 00:36:05.497781,20,uniform,5,nz,5.7833085248908403e-08,0.0007135089719871662,487,576,Glorot,,tanh,0.0131211519241333,COMPLETE,0.0131211519241333
11,0.06778333336114883,2025-09-02 06:54:13.013466,2025-09-02 07:27:41.758358,0 days 00:33:28.744892,20,normal,8,zero,,0.00043340174043252305,365,976,old,0.273941419851531,tanh,0.013111352920532227,COMPLETE,0.013111352920532227
12,0.07796666622161866,2025-09-02 07:27:41.759267,2025-09-02 07:34:29.692896,0 days 00:06:47.933629,100,uniform,5,zero,,0.006036687230540028,518,496,old,0.8331442788576597,logistic,0.012578082084655762,COMPLETE,0.012578082084655762
13,0.06620000004768371,2025-09-02 07:34:29.693798,2025-09-02 07:41:44.650902,0 days 00:07:14.957104,100,uniform,7,nz,1.367989792242663e-08,7.091274531602468e-06,1569,384,Glorot,,logistic,0.013003230094909668,COMPLETE,0.013003230094909668
14,0.056200000643730166,2025-09-02 07:41:44.651653,2025-09-02 07:48:32.102052,0 days 00:06:47.450399,100,normal,5,zero,,0.013094244682014585,301,160,old,1.3330847803202919,logistic,0.012560868263244629,COMPLETE,0.012560868263244629
15,0.07081666588783264,2025-09-02 07:48:32.102477,2025-09-02 07:55:45.842668,0 days 00:07:13.740191,100,normal,6,nz,1.2134601472469401e-05,0.0002887138756286331,121,592,old,0.33709258675285036,tanh,0.013071274757385254,COMPLETE,0.013071274757385254
16,0.18818333148956298,2025-09-02 07:55:45.843101,2025-09-02 08:02:34.961829,0 days 00:06:49.118728,100,uniform,7,zero,,0.0856956409647669,1799,352,Glorot,,logistic,0.001817774772644043,COMPLETE,0.001817774772644043
17,0.07234999984502792,2025-09-02 08:02:34.962603,2025-09-02 08:09:18.025529,0 days 00:06:43.062926,100,uniform,5,zero,,9.318544447640828e-06,368,576,Glorot,,tanh,0.013107562065124511,COMPLETE,0.013107562065124511
