number,value,datetime_start,datetime_complete,duration,params_batch_size,params_dist1,params_iseed,params_l2_penalty_choice,params_l2_penalty_nz,params_lr,params_lr_anneal_start,params_nhid1,params_nhid2,params_nhid3,params_scale_heur1,params_scale_mult1,params_squash,user_attrs_avg_fit_criteria,user_attrs_ed_cl1_mean,user_attrs_ed_cl2_mean,user_attrs_ed_cl3_mean,state,avg_fit_criteria,ed_cl1_mean,ed_cl2_mean,ed_cl3_mean
26,0.31218333045641583,2025-09-02 17:08:21.341621,2025-09-02 17:13:42.740293,0 days 00:05:21.398672,100,normal,6,zero,,0.00016234830431242263,3158,688,736,960,old,0.2544550137741095,logistic,0.013121154573228622,0.013162493705749512,0.013157049814860025,0.013043920199076334,COMPLETE,0.013121154573228622,0.013162493705749512,0.013157049814860025,0.013043920199076334
27,0.2696500023206075,2025-09-02 17:13:42.740659,2025-09-02 17:42:00.301097,0 days 00:28:17.560438,20,normal,8,nz,1.1833946707195962e-05,0.0004153238551851028,176,944,192,832,Glorot,,logistic,0.013109154171413846,0.013021310170491537,0.013176401456197103,0.013129750887552897,COMPLETE,0.013109154171413846,0.013021310170491537,0.013176401456197103,0.013129750887552897
28,0.26338332891464233,2025-09-02 17:42:00.302929,2025-09-02 17:47:24.380657,0 days 00:05:24.077728,100,normal,8,zero,,0.00027076433920494625,203,480,272,576,Glorot,,logistic,0.013094584147135416,0.01322623093922933,0.012998104095458984,0.013059417406717936,COMPLETE,0.013094584147135416,0.01322623093922933,0.012998104095458984,0.013059417406717936
29,0.48596665263175964,2025-09-02 17:47:24.381511,2025-09-02 18:15:42.489219,0 days 00:28:18.107708,20,normal,6,nz,0.0005702005920390691,0.023827197087659714,8278,688,336,912,Glorot,,logistic,0.003262758255004883,0.0022999048233032227,0.0019454161326090496,0.005542953809102376,COMPLETE,0.003262758255004883,0.0022999048233032227,0.0019454161326090496,0.005542953809102376
30,0.49004997809727985,2025-09-02 18:15:42.489921,2025-09-02 18:21:22.184787,0 days 00:05:39.694866,100,uniform,8,nz,3.8729565246854525e-05,0.061244587609138076,6595,272,128,576,Glorot,,tanh,0.0018104447258843314,0.001026749610900879,0.001141985257466634,0.003262599309285482,COMPLETE,0.0018104447258843314,0.001026749610900879,0.001141985257466634,0.003262599309285482
31,0.48256664474805194,2025-09-02 18:21:22.185185,2025-09-02 18:26:42.835420,0 days 00:05:20.650235,100,normal,5,zero,,0.17865334533642033,668,352,880,144,Glorot,,logistic,0.0053314103020562055,0.004329880078633626,0.008595705032348633,0.003068645795186361,COMPLETE,0.0053314103020562055,0.004329880078633626,0.008595705032348633,0.003068645795186361
32,0.3729333182175954,2025-09-02 18:26:42.835802,2025-09-02 18:55:03.959265,0 days 00:28:21.123463,20,normal,8,nz,3.042048190917116e-07,0.0024865729443567025,230,848,352,432,old,1.9863089596180703,tanh,0.013002435366312662,0.012990355491638184,0.012991786003112793,0.013025164604187012,COMPLETE,0.013002435366312662,0.012990355491638184,0.012991786003112793,0.013025164604187012
33,0.25269999106725055,2025-09-02 18:55:03.959675,2025-09-02 19:00:45.838736,0 days 00:05:41.879061,100,uniform,5,nz,2.195171270562009e-06,0.00019975831193664464,686,176,640,288,Glorot,,logistic,0.012992620468139648,0.013055523236592611,0.012977123260498047,0.012945214907328287,COMPLETE,0.012992620468139648,0.013055523236592611,0.012977123260498047,0.012945214907328287
34,0.4930333197116852,2025-09-02 19:00:45.839118,2025-09-02 19:06:23.976767,0 days 00:05:38.137649,100,normal,8,nz,2.2657139148687036e-08,0.03027486441882579,6990,864,336,336,Glorot,,tanh,0.005594637658860948,0.0053062836329142255,0.004632790883382161,0.006844838460286458,COMPLETE,0.005594637658860948,0.0053062836329142255,0.004632790883382161,0.006844838460286458
35,0.3744666576385498,2025-09-02 19:06:23.977147,2025-09-02 19:34:39.489944,0 days 00:28:15.512797,20,normal,5,nz,2.7516835917045693e-07,0.001648673030222091,397,864,480,256,Glorot,,tanh,0.013172547022501627,0.01297903060913086,0.013279557228088379,0.013259053230285645,COMPLETE,0.013172547022501627,0.01297903060913086,0.013279557228088379,0.013259053230285645
36,0.2686833341916402,2025-09-02 19:34:39.490337,2025-09-02 19:40:19.576142,0 days 00:05:40.085805,100,normal,5,nz,0.00015885258702399706,1.6206287536814295e-05,834,304,416,624,Glorot,,tanh,0.013108346197340222,0.013147910435994467,0.013046185175577799,0.013130942980448404,COMPLETE,0.013108346197340222,0.013147910435994467,0.013046185175577799,0.013130942980448404
37,0.45183331767718,2025-09-02 19:40:19.576536,2025-09-02 20:08:31.694605,0 days 00:28:12.118069,20,normal,6,nz,0.0006021016068328207,0.002672805938968097,1994,592,352,272,Glorot,,tanh,0.01248311996459961,0.012451450030008951,0.012576937675476074,0.012420972188313803,COMPLETE,0.01248311996459961,0.012451450030008951,0.012576937675476074,0.012420972188313803
38,0.2430166651805242,2025-09-02 20:08:31.705027,2025-09-02 20:36:39.016136,0 days 00:28:07.311109,20,normal,8,nz,0.00010775411320059774,6.805852402341672e-06,1032,576,912,416,Glorot,,logistic,0.013123022185431585,0.013080239295959473,0.013149897257486979,0.013138930002848307,COMPLETE,0.013123022185431585,0.013080239295959473,0.013149897257486979,0.013138930002848307
