number,value,datetime_start,datetime_complete,duration,params_batch_size,params_colnorm_thresh,params_dist1,params_iseed,params_l2_penalty_choice,params_l2_penalty_nz,params_lr,params_lr_anneal_start,params_nhid1,params_pca_energy,params_preproc,params_scale_heur1,params_scale_mult1,params_squash,state
49,0.8956129352251688,2025-08-19 17:53:01.418677,2025-08-19 17:53:45.745595,0 days 00:00:44.326918,100,,normal,6,nz,0.0004975457482681337,0.22341722070670408,7192,320,0.6464163419643482,pca,old,0.9439444935715052,logistic,COMPLETE
50,0.8337903221448263,2025-08-19 17:53:45.746040,2025-08-19 17:54:30.392407,0 days 00:00:44.646367,100,,uniform,6,nz,0.0007949280748966457,0.06931604887380181,5337,656,0.6223006942630179,pca,Glorot,,logistic,COMPLETE
51,0.8518062432607015,2025-08-19 17:54:30.392679,2025-08-19 17:55:13.778209,0 days 00:00:43.385530,100,,normal,6,nz,0.00039049678808294856,0.7974452022361311,9059,288,,raw,old,1.9675747513487836,logistic,COMPLETE
52,0.8322258392969767,2025-08-19 17:55:13.778566,2025-08-19 17:55:55.929958,0 days 00:00:42.151392,100,,normal,6,zero,,0.05439360199249402,9132,928,0.655372375732458,pca,old,0.9275550010934066,logistic,COMPLETE
53,0.8880323171615601,2025-08-19 17:55:55.930370,2025-08-19 17:56:40.328216,0 days 00:00:44.397846,100,,normal,6,nz,0.0005534935350612071,0.16894192592751414,6958,512,0.6759564429328739,pca,old,0.8262419894573029,logistic,COMPLETE
54,0.8908225496610006,2025-08-19 17:56:40.328658,2025-08-19 17:57:25.577718,0 days 00:00:45.249060,100,,normal,8,nz,0.0004962612708403865,0.4142713355650527,1479,736,0.6834008514284958,pca,Glorot,,logistic,COMPLETE
55,0.8357903361320496,2025-08-19 17:57:25.578008,2025-08-19 17:58:10.883062,0 days 00:00:45.305054,100,,normal,5,nz,0.0004351794783996303,0.03366113548314151,4720,256,0.5034380486011643,pca,old,0.9427536210079935,logistic,COMPLETE
56,0.8791290124257406,2025-08-19 17:58:10.883423,2025-08-19 17:58:56.280042,0 days 00:00:45.396619,100,,normal,7,nz,0.00035233254052637297,0.1407892898587473,6515,448,0.7061223665477737,pca,Glorot,,logistic,COMPLETE
57,0.8476934432983398,2025-08-19 17:58:56.280459,2025-08-19 17:59:38.862317,0 days 00:00:42.581858,100,,uniform,8,nz,0.00022600878309159554,0.15567766114193066,7345,128,,raw,Glorot,,logistic,COMPLETE
58,0.8966773947079977,2025-08-19 17:59:38.862743,2025-08-19 18:03:12.610465,0 days 00:03:33.747722,20,,uniform,7,nz,0.0008669738046567128,0.7590920922563344,3773,400,0.7283287974100522,pca,old,0.86311357787049,logistic,COMPLETE
59,0.9013709425926208,2025-08-19 18:03:12.610929,2025-08-19 18:06:44.584521,0 days 00:03:31.973592,20,,uniform,7,nz,2.1813982370983365e-08,0.4256329324878004,2593,272,0.6086249320920784,pca,old,0.5730907715774936,logistic,COMPLETE
60,0.8693067828814188,2025-08-19 18:06:44.588397,2025-08-19 18:10:16.029820,0 days 00:03:31.441423,20,,uniform,7,nz,4.060412373365168e-07,0.7255089243777746,4012,400,,raw,old,0.5191645921732886,logistic,COMPLETE
61,0.889467736085256,2025-08-19 18:10:16.030273,2025-08-19 18:11:01.300309,0 days 00:00:45.270036,100,,normal,7,nz,1.8804343877493256e-08,0.14742945100729593,7736,608,0.5890142702557776,pca,old,0.6078762166967296,tanh,COMPLETE
62,0.9025160868962606,2025-08-19 18:11:01.300753,2025-08-19 18:14:34.478130,0 days 00:03:33.177377,20,,uniform,7,nz,8.639218748051198e-08,0.1951087891041538,5943,448,0.5961118492923939,pca,old,0.8427449438380655,logistic,COMPLETE
63,0.8856934905052185,2025-08-19 18:14:34.480605,2025-08-19 18:18:07.608892,0 days 00:03:33.128287,20,,uniform,7,nz,5.607060314079037e-08,0.6372656215397512,1151,128,0.5686414970143843,pca,old,0.9426220487079656,logistic,COMPLETE
64,0.8328064282735189,2025-08-19 18:18:07.609342,2025-08-19 18:21:43.317946,0 days 00:03:35.708604,20,,uniform,8,nz,1.2662678247473167e-08,0.008897993509680943,7119,192,0.6016178894082711,pca,old,0.8838902944340433,logistic,COMPLETE
65,0.8719515800476074,2025-08-19 18:21:43.321416,2025-08-19 18:25:17.845880,0 days 00:03:34.524464,20,,uniform,7,nz,3.945467037862941e-08,0.06857493934949475,4805,624,0.6178286101016242,pca,old,0.8796201407810349,logistic,COMPLETE
66,0.8510645429293314,2025-08-19 18:25:17.846343,2025-08-19 18:26:00.533710,0 days 00:00:42.687367,100,,uniform,7,zero,,0.0698178826501953,4540,512,0.6389146467813168,pca,Glorot,,tanh,COMPLETE
67,0.8709516326586405,2025-08-19 18:26:00.534190,2025-08-19 18:29:34.211372,0 days 00:03:33.677182,20,1.1820289517934509e-08,uniform,5,nz,1.4585680608505803e-07,0.1880246994955356,2795,432,,colnorm,old,0.9192643324354163,logistic,COMPLETE
68,0.9070483843485514,2025-08-19 18:29:34.211819,2025-08-19 18:30:19.342353,0 days 00:00:45.130534,100,,uniform,6,nz,1.0420854899447127e-07,0.9196254560052599,7754,320,0.6642737125962013,pca,old,0.4679363944776057,logistic,COMPLETE
