number,value,datetime_start,datetime_complete,duration,params_batch_size,params_colnorm_thresh,params_dist1,params_iseed,params_l2_penalty_choice,params_l2_penalty_nz,params_lr,params_lr_anneal_start,params_nhid1,params_pca_energy,params_preproc,params_scale_heur1,params_scale_mult1,params_squash,user_attrs_avg_fit_criteria,state,avg_fit_criteria
60,0.7561714172363281,2025-08-24 21:17:42.600173,2025-08-24 21:21:13.726304,0 days 00:03:31.126131,100,2.4904386492746227e-07,normal,5,zero,,0.0003194464171832185,9843,592,,colnorm,Glorot,,logistic,0.01226656436920166,COMPLETE,0.01226656436920166
61,0.6429142594337464,2025-08-24 21:21:13.726571,2025-08-24 21:38:50.764356,0 days 00:17:37.037785,20,0.00012128489198477746,uniform,7,zero,,1.8484584489544195e-05,632,544,,colnorm,old,0.423959085886948,tanh,0.013090014457702637,COMPLETE,0.013090014457702637
62,0.7702571392059326,2025-08-24 21:38:50.764710,2025-08-24 21:42:33.470175,0 days 00:03:42.705465,100,,normal,8,nz,2.5236754008824133e-06,0.017500812566383212,291,1008,0.6221741311187055,pca,old,0.37547167088158373,logistic,0.012530708312988281,COMPLETE,0.012530708312988281
63,0.6421999931335449,2025-08-24 21:42:33.470402,2025-08-24 21:46:05.388714,0 days 00:03:31.918312,100,5.794228607829461e-09,normal,6,zero,,0.0013694301399500603,144,992,,colnorm,Glorot,,logistic,0.012928366661071777,COMPLETE,0.012928366661071777
64,0.2586285650730133,2025-08-24 21:46:05.388972,2025-08-24 22:03:38.375388,0 days 00:17:32.986416,20,5.624930936473373e-08,normal,6,zero,,0.2299092964953523,4085,480,,colnorm,Glorot,,logistic,,COMPLETE,
65,0.7996571302413941,2025-08-24 22:03:38.375755,2025-08-24 22:07:21.535778,0 days 00:03:43.160023,100,,normal,8,nz,0.00010117448303144918,0.0015824828278696483,7447,560,0.7207643000146433,pca,Glorot,,logistic,0.011203622817993164,COMPLETE,0.011203622817993164
66,0.7467857003211975,2025-08-24 22:07:21.536054,2025-08-24 22:24:57.466010,0 days 00:17:35.929956,20,,normal,6,zero,,0.0062942794473880076,178,432,0.9635306762764995,pca,Glorot,,logistic,0.012149405479431153,COMPLETE,0.012149405479431153
67,0.10000000149011612,2025-08-24 22:24:57.466377,2025-08-24 22:43:18.538362,0 days 00:18:21.071985,20,,normal,7,nz,3.83410000719568e-08,0.8998828949752957,280,208,,raw,old,1.4121636882810773,logistic,,COMPLETE,
68,0.888014280796051,2025-08-24 22:43:18.539314,2025-08-24 23:01:51.738457,0 days 00:18:33.199143,20,1.6514020850636604e-05,uniform,6,nz,1.6919226390788936e-06,0.029120432139338345,8411,864,,colnorm,old,0.4097929964164301,logistic,0.0069153070449829105,COMPLETE,0.0069153070449829105
69,0.5997571587562561,2025-08-24 23:01:51.738819,2025-08-24 23:05:31.891681,0 days 00:03:40.152862,100,,normal,5,nz,4.946237180283475e-07,3.629260674519555e-05,1627,368,0.5447326219797635,pca,Glorot,,tanh,0.01302180290222168,COMPLETE,0.01302180290222168
