number,value,datetime_start,datetime_complete,duration,params_batch_size,params_dist1,params_iseed,params_l2_penalty_choice,params_l2_penalty_nz,params_lr,params_lr_anneal_start,params_nhid1,params_nhid2,params_nhid3,params_scale_heur1,params_scale_mult1,params_squash,user_attrs_avg_fit_criteria,user_attrs_ed_cl1_mean,user_attrs_ed_cl2_mean,user_attrs_ed_cl3_mean,state,avg_fit_criteria,ed_cl1_mean,ed_cl2_mean,ed_cl3_mean
16,0.6285282174746195,2025-09-02 23:39:52.943155,2025-09-03 00:11:52.177446,0 days 00:31:59.234291,20,uniform,5,zero,,4.481465560938961e-06,450,928,160,832,old,1.9993692687863487,tanh,0.013094835811191134,0.013103604316711426,0.01303271452585856,0.013148188591003418,COMPLETE,0.013094835811191134,0.013103604316711426,0.01303271452585856,0.013148188591003418
17,0.6182287136713663,2025-09-03 00:11:52.178620,2025-09-03 00:18:15.644644,0 days 00:06:23.466024,100,normal,5,zero,,1.357272557085702e-06,1626,992,592,304,old,1.000636396400883,tanh,0.0130891932381524,0.013098955154418945,0.01313622792561849,0.01303239663441976,COMPLETE,0.0130891932381524,0.013098955154418945,0.01313622792561849,0.01303239663441976
18,0.6776425043741862,2025-09-03 00:18:15.645082,2025-09-03 00:50:08.780098,0 days 00:31:53.135016,20,normal,5,zero,,0.00047629753700197336,299,912,736,192,old,0.9803391648118072,tanh,0.01310341888003879,0.013065973917643229,0.013109803199768066,0.013134479522705078,COMPLETE,0.01310341888003879,0.013065973917643229,0.013109803199768066,0.013134479522705078
19,0.8936571677525839,2025-09-03 00:50:08.780505,2025-09-03 01:23:41.298655,0 days 00:33:32.518150,20,uniform,8,nz,1.3911845869625818e-08,0.005226421886733568,6103,896,976,560,old,0.21352968048963394,logistic,0.01181356112162272,0.012659986813863119,0.012514034907023111,0.010266661643981934,COMPLETE,0.01181356112162272,0.012659986813863119,0.012514034907023111,0.010266661643981934
20,0.8957857489585876,2025-09-03 01:23:41.299076,2025-09-03 01:57:04.988519,0 days 00:33:23.689443,20,uniform,8,nz,1.2199588059394355e-08,0.0769650793161218,4928,1024,736,688,old,0.2471110127882815,tanh,0.008791446685791016,0.008025010426839193,0.009515166282653809,0.008834163347880045,COMPLETE,0.008791446685791016,0.008025010426839193,0.009515166282653809,0.008834163347880045
21,0.895242969195048,2025-09-03 01:57:04.989457,2025-09-03 02:30:22.259670,0 days 00:33:17.270213,20,uniform,8,nz,1.1050555782101909e-08,0.0732601658766065,3972,1024,816,416,old,0.210919526949491,tanh,0.009199672275119357,0.008910179138183594,0.010192275047302246,0.008496562639872232,COMPLETE,0.009199672275119357,0.008910179138183594,0.010192275047302246,0.008496562639872232
22,0.09999999900658925,2025-09-03 02:30:22.260134,2025-09-03 03:03:37.413393,0 days 00:33:15.153259,20,uniform,8,nz,1.0008105235130407e-08,0.3561370975222723,6039,912,608,528,old,0.22437171249639215,tanh,,,,,COMPLETE,,,,
23,0.7937999765078226,2025-09-03 03:03:37.414139,2025-09-03 03:36:56.738843,0 days 00:33:19.324704,20,normal,8,nz,2.1724727094947852e-07,7.461180237421455e-05,3625,896,816,336,old,0.21604802145504418,tanh,0.013113988770378962,0.013141632080078125,0.013092239697774252,0.013108094533284506,COMPLETE,0.013113988770378962,0.013141632080078125,0.013092239697774252,0.013108094533284506
24,0.897857129573822,2025-09-03 03:36:56.739577,2025-09-03 03:43:35.101715,0 days 00:06:38.362138,100,uniform,6,nz,1.0717217503998855e-08,0.0896330727305625,1557,928,1008,784,old,0.6893833535048202,tanh,0.011541710959540473,0.011140942573547363,0.01172622044881185,0.011757969856262207,COMPLETE,0.011541710959540473,0.011140942573547363,0.01172622044881185,0.011757969856262207
25,0.7461702028910319,2025-09-03 03:43:35.102154,2025-09-03 03:50:15.420261,0 days 00:06:40.318107,100,uniform,6,nz,1.3716432862317632e-07,0.23210393500585524,882,1008,848,912,old,0.6928571333952185,logistic,0.0028145710627237954,0.004602948824564616,0.0023278395334879556,0.0015129248301188152,COMPLETE,0.0028145710627237954,0.004602948824564616,0.0023278395334879556,0.0015129248301188152
26,0.8964285453160604,2025-09-03 03:50:15.420681,2025-09-03 03:56:57.327347,0 days 00:06:41.906666,100,uniform,6,nz,1.0809382140996923e-08,0.0670758723724561,2143,848,912,448,Glorot,,tanh,0.010702106687757703,0.009947260220845541,0.011351863543192545,0.010807196299235025,COMPLETE,0.010702106687757703,0.009947260220845541,0.011351863543192545,0.010807196299235025
27,0.8948285579681396,2025-09-03 03:56:57.327782,2025-09-03 04:30:39.609506,0 days 00:33:42.281724,20,normal,6,nz,4.856955333821805e-07,0.11029885242739139,1184,896,1024,784,old,0.706986877022878,tanh,0.010382824473910863,0.009115338325500488,0.011297186215718588,0.01073594888051351,COMPLETE,0.010382824473910863,0.009115338325500488,0.011297186215718588,0.01073594888051351
28,0.8850570718447367,2025-09-03 04:30:39.609955,2025-09-03 04:37:23.117311,0 days 00:06:43.507356,100,uniform,7,nz,1.0760330430626865e-08,0.002120164987672212,4197,912,944,880,old,0.6826378768847289,tanh,0.012869689199659558,0.012858311335245768,0.012902379035949707,0.012848377227783203,COMPLETE,0.012869689199659558,0.012858311335245768,0.012902379035949707,0.012848377227783203
29,0.09999999900658925,2025-09-03 04:37:23.118548,2025-09-03 04:44:03.928373,0 days 00:06:40.809825,100,uniform,7,nz,2.333535793723238e-07,0.41827521620863783,1660,1008,1008,464,Glorot,,tanh,,,,,COMPLETE,,,,
30,0.8940142591794332,2025-09-03 04:44:03.929632,2025-09-03 04:50:26.913704,0 days 00:06:22.984072,100,uniform,6,zero,,0.05379871843659382,1129,816,784,544,old,1.412201844513822,tanh,0.011623541514078775,0.011301398277282715,0.012005925178527832,0.011563301086425781,COMPLETE,0.011623541514078775,0.011301398277282715,0.012005925178527832,0.011563301086425781
31,0.8695428768793741,2025-09-03 04:50:26.914143,2025-09-03 04:57:12.473758,0 days 00:06:45.559615,100,uniform,6,nz,1.1865953689015282e-08,0.0015385866733629418,1450,928,752,560,Glorot,,tanh,0.012970275349087186,0.012952287991841635,0.013030290603637695,0.012928247451782227,COMPLETE,0.012970275349087186,0.012952287991841635,0.013030290603637695,0.012928247451782227
32,0.8938571612040201,2025-09-03 04:57:12.474207,2025-09-03 05:03:57.100182,0 days 00:06:44.625975,100,uniform,6,nz,1.0602874960285461e-08,0.07633963925402135,574,560,960,976,old,0.6104368279071868,tanh,0.012253642082214355,0.012080073356628418,0.012358744939168295,0.012322107950846354,COMPLETE,0.012253642082214355,0.012080073356628418,0.012358744939168295,0.012322107950846354
33,0.8946999907493591,2025-09-03 05:03:57.100600,2025-09-03 05:10:40.216977,0 days 00:06:43.116377,100,uniform,6,nz,1.1037019596113844e-08,0.18612940631347272,1707,592,960,368,Glorot,,tanh,0.00840768549177382,0.006407260894775391,0.009902079900105795,0.008913715680440268,COMPLETE,0.00840768549177382,0.006407260894775391,0.009902079900105795,0.008913715680440268
34,0.8894285957018534,2025-09-03 05:10:40.217404,2025-09-03 05:17:23.660583,0 days 00:06:43.443179,100,normal,6,nz,9.773535179456234e-08,0.04881796694751409,934,912,912,480,Glorot,,logistic,0.010746664471096462,0.011460701624552408,0.01200401782989502,0.008775273958841959,COMPLETE,0.010746664471096462,0.011460701624552408,0.01200401782989502,0.008775273958841959
35,0.09999999900658925,2025-09-03 05:17:23.661051,2025-09-03 05:49:15.866668,0 days 00:31:52.205617,20,uniform,5,zero,,0.4755791631840118,5746,944,928,336,old,0.5656289159461131,tanh,,,,,COMPLETE,,,,
36,0.8944714268048605,2025-09-03 05:49:15.867088,2025-09-03 06:21:16.576871,0 days 00:32:00.709783,20,uniform,8,zero,,0.007486663486369894,2742,928,720,768,Glorot,,tanh,0.01216280460357666,0.011889100074768066,0.012311021486918131,0.012288292249043783,COMPLETE,0.01216280460357666,0.011889100074768066,0.012311021486918131,0.012288292249043783
37,0.8955571452776591,2025-09-03 06:21:16.577300,2025-09-03 06:53:08.751755,0 days 00:31:52.174455,20,uniform,7,zero,,0.07229336342507858,4330,912,768,768,old,0.20038244686317566,tanh,0.009240693516201444,0.008397658665974935,0.009944677352905273,0.009379744529724121,COMPLETE,0.009240693516201444,0.008397658665974935,0.009944677352905273,0.009379744529724121
38,0.8987571001052856,2025-09-03 06:53:08.752202,2025-09-03 07:24:53.421480,0 days 00:31:44.669278,20,uniform,7,zero,,0.012865472959322074,7813,784,624,864,old,0.599884414773587,tanh,0.011359903547498917,0.011025031407674154,0.011292417844136557,0.011762261390686035,COMPLETE,0.011359903547498917,0.011025031407674154,0.011292417844136557,0.011762261390686035
39,0.8916428685188293,2025-09-03 07:24:53.421933,2025-09-03 07:58:25.390655,0 days 00:33:31.968722,20,normal,8,nz,3.264122203415325e-07,0.1210909734543051,6959,960,320,944,old,0.7390795347338128,tanh,0.0049610137939453125,0.0033550659815470376,0.004448850949605306,0.007079124450683594,COMPLETE,0.0049610137939453125,0.0033550659815470376,0.004448850949605306,0.007079124450683594
40,0.8881142934163412,2025-09-03 07:58:25.391541,2025-09-03 08:30:18.125213,0 days 00:31:52.733672,20,normal,6,zero,,0.0018197766869185747,6178,656,464,816,old,0.6986406388757684,tanh,0.012393792470296225,0.012322545051574707,0.012299497922261557,0.012559334437052408,COMPLETE,0.012393792470296225,0.012322545051574707,0.012299497922261557,0.012559334437052408
41,0.8961428006490072,2025-09-03 08:30:18.126328,2025-09-03 09:02:10.441919,0 days 00:31:52.315591,20,uniform,7,zero,,0.0026719092245612113,9536,864,816,944,old,0.47657184198263514,tanh,0.012545810805426704,0.01261444886525472,0.012623826662699381,0.01239915688832601,COMPLETE,0.012545810805426704,0.01261444886525472,0.012623826662699381,0.01239915688832601
42,0.8753285010655721,2025-09-03 09:02:10.442651,2025-09-03 09:34:02.960806,0 days 00:31:52.518155,20,uniform,7,zero,,0.00019488504641917084,9872,992,768,1024,old,0.6156078352395784,tanh,0.013039350509643555,0.013019084930419922,0.01302178700764974,0.013077179590861002,COMPLETE,0.013039350509643555,0.013019084930419922,0.01302178700764974,0.013077179590861002
