number,value,datetime_start,datetime_complete,duration,params_batch_size,params_colnorm_thresh,params_dist1,params_iseed,params_l2_penalty_choice,params_l2_penalty_nz,params_lr,params_lr_anneal_start,params_nhid1,params_pca_energy,params_preproc,params_scale_heur1,params_scale_mult1,params_squash,state
64,0.5608793497085571,2025-08-19 18:57:41.452781,2025-08-19 18:58:22.114221,0 days 00:00:40.661440,100,,normal,5,nz,0.0007375403281282578,0.0008186297193264277,3027,432,0.7071881176317486,pca,old,1.7627219306889415,tanh,COMPLETE
65,0.7753623127937317,2025-08-19 18:58:22.114423,2025-08-19 19:01:26.272002,0 days 00:03:04.157579,20,,normal,7,zero,,0.3725617172159404,6569,624,,raw,Glorot,,tanh,COMPLETE
66,0.5076207121213278,2025-08-19 19:01:26.272454,2025-08-19 19:04:34.348028,0 days 00:03:08.075574,20,,normal,5,zero,,0.00023811175312724682,4265,528,,raw,old,0.5556015187817201,logistic,COMPLETE
67,0.6481378078460693,2025-08-19 19:04:34.348476,2025-08-19 19:05:12.827824,0 days 00:00:38.479348,100,,normal,5,zero,,0.0026228874927837365,7463,960,0.8381134638587614,pca,Glorot,,tanh,COMPLETE
68,0.7577413121859232,2025-08-19 19:05:12.828253,2025-08-19 19:08:16.504264,0 days 00:03:03.676011,20,,normal,5,zero,,0.01414134001306737,7666,736,,raw,Glorot,,logistic,COMPLETE
69,0.829310397307078,2025-08-19 19:08:16.506299,2025-08-19 19:08:54.089507,0 days 00:00:37.583208,100,,normal,5,zero,,0.15900602437377587,3639,864,,raw,old,1.9982042036961156,logistic,COMPLETE
70,0.8066205581029257,2025-08-19 19:08:54.089953,2025-08-19 19:12:01.879931,0 days 00:03:07.789978,20,,uniform,7,zero,,0.06151019823455682,4083,288,,raw,old,1.7543016206487716,tanh,COMPLETE
71,0.8172587752342224,2025-08-19 19:12:01.881529,2025-08-19 19:15:09.084034,0 days 00:03:07.202505,20,,normal,5,zero,,0.7029152467332176,1883,496,,raw,old,1.9903526808288112,logistic,COMPLETE
72,0.5618448654810587,2025-08-19 19:15:09.084484,2025-08-19 19:15:50.726739,0 days 00:00:41.642255,100,,uniform,8,nz,8.04397696618112e-06,0.005204833652614653,4080,336,0.6279540534204896,pca,old,1.9343186691383265,tanh,COMPLETE
73,0.8388448158899943,2025-08-19 19:15:50.727098,2025-08-19 19:18:55.345751,0 days 00:03:04.618653,20,,normal,5,zero,,0.184750677770845,9353,400,,raw,old,1.9846084614700579,logistic,COMPLETE
74,0.7497413158416748,2025-08-19 19:18:55.346207,2025-08-19 19:22:03.963817,0 days 00:03:08.617610,20,,normal,5,zero,,0.010554959130105573,9134,736,,raw,old,1.319992799924399,logistic,COMPLETE
75,0.7116554975509644,2025-08-19 19:22:03.966678,2025-08-19 19:25:23.150252,0 days 00:03:19.183574,20,,normal,5,nz,0.008565900778110312,0.07788292920502093,1666,576,,raw,Glorot,,tanh,COMPLETE
76,0.7726724147796631,2025-08-19 19:25:23.150721,2025-08-19 19:28:30.946060,0 days 00:03:07.795339,20,2.6218760995354237e-07,uniform,5,zero,,0.006653894918427271,5214,656,,colnorm,Glorot,,tanh,COMPLETE
77,0.8301033775011698,2025-08-19 19:28:30.946515,2025-08-19 19:31:35.870485,0 days 00:03:04.923970,20,,normal,8,zero,,0.4849355994126326,5853,384,,raw,old,1.996463694523647,logistic,COMPLETE
78,0.72341388463974,2025-08-19 19:31:35.873144,2025-08-19 19:34:41.269051,0 days 00:03:05.395907,20,,normal,5,zero,,0.5562625832772062,9638,464,,raw,old,1.733319176295558,tanh,COMPLETE
79,0.8025173743565878,2025-08-19 19:34:41.273241,2025-08-19 19:37:46.127606,0 days 00:03:04.854365,20,1.0564786267425226e-09,normal,5,zero,,0.006145840500921782,9444,944,,colnorm,old,0.9225910405424322,tanh,COMPLETE
