number,value,datetime_start,datetime_complete,duration,params_batch_size,params_colnorm_thresh,params_dist1,params_iseed,params_l2_penalty_choice,params_l2_penalty_nz,params_lr,params_lr_anneal_start,params_nhid1,params_pca_energy,params_preproc,params_scale_heur1,params_scale_mult1,params_squash,state
70,0.9783064524332682,2025-08-19 17:54:37.010401,2025-08-19 17:55:20.702692,0 days 00:00:43.692291,100,,uniform,5,nz,0.00015341351777115744,0.6163475467611558,7190,336,,raw,Glorot,,tanh,COMPLETE
71,0.9773064851760864,2025-08-19 17:55:20.703122,2025-08-19 17:56:03.747250,0 days 00:00:43.044128,100,,uniform,5,nz,0.00021869548312728384,0.6797663065108847,6848,368,,raw,Glorot,,tanh,COMPLETE
72,0.9768871267636617,2025-08-19 17:56:03.747522,2025-08-19 17:56:47.099524,0 days 00:00:43.352002,100,,uniform,5,nz,0.0003010321138538272,0.718355680247858,7047,256,,raw,Glorot,,tanh,COMPLETE
73,0.9738548994064331,2025-08-19 17:56:47.099866,2025-08-19 17:57:30.691953,0 days 00:00:43.592087,100,,uniform,5,nz,0.00010928542220641495,0.9868026209450707,8991,368,,raw,Glorot,,tanh,COMPLETE
74,0.9775806466738383,2025-08-19 17:57:30.692375,2025-08-19 17:58:14.140307,0 days 00:00:43.447932,100,,uniform,5,nz,3.2120655273459377e-06,0.6552147972641841,5115,336,,raw,Glorot,,tanh,COMPLETE
75,0.9760161439577738,2025-08-19 17:58:14.140584,2025-08-19 17:58:57.408829,0 days 00:00:43.268245,100,,uniform,5,nz,3.683748380517066e-06,0.19968307208878944,7040,320,,raw,Glorot,,tanh,COMPLETE
76,0.9781935413678488,2025-08-19 17:58:57.409177,2025-08-19 17:59:41.000069,0 days 00:00:43.590892,100,,uniform,7,nz,6.641263322663117e-05,0.6483973691784328,5032,400,,raw,Glorot,,tanh,COMPLETE
77,0.9781774282455444,2025-08-19 17:59:41.000486,2025-08-19 18:00:24.460494,0 days 00:00:43.460008,100,,uniform,7,nz,7.837973569212044e-05,0.6059551393671695,4965,400,,raw,Glorot,,tanh,COMPLETE
78,0.8644837935765585,2025-08-19 18:00:24.460764,2025-08-19 18:01:09.156615,0 days 00:00:44.695851,100,6.808466897587843e-08,normal,7,nz,4.1608540736475255e-05,0.0012363844781127854,5001,432,,colnorm,Glorot,,logistic,COMPLETE
79,0.9779999653498331,2025-08-19 18:01:09.156993,2025-08-19 18:01:53.772490,0 days 00:00:44.615497,100,,uniform,7,nz,5.215683411057629e-06,0.6279708207355593,4220,336,,raw,Glorot,,tanh,COMPLETE
