number,value,datetime_start,datetime_complete,duration,params_batch_size,params_dist1,params_iseed,params_l2_penalty_choice,params_l2_penalty_nz,params_lr,params_lr_anneal_start,params_nhid1,params_scale_heur1,params_scale_mult1,params_squash,user_attrs_avg_fit_criteria,state,avg_fit_criteria
0,0.4649166643619537,2025-09-02 03:15:50.839736,2025-09-02 03:22:37.710101,0 days 00:06:46.870365,100,normal,6,zero,,0.06644070263467312,576,1008,Glorot,,tanh,0.00714421272277832,COMPLETE,0.00714421272277832
1,0.4047833263874054,2025-09-02 03:22:37.710596,2025-09-02 03:29:47.970014,0 days 00:07:10.259418,100,uniform,6,nz,1.5679864837306301e-06,0.010329503456436413,860,992,Glorot,,logistic,0.012709951400756836,COMPLETE,0.012709951400756836
2,0.36663333177566526,2025-09-02 03:29:47.970501,2025-09-02 03:36:56.149864,0 days 00:07:08.179363,100,uniform,5,nz,6.40146258964444e-05,0.00030057369809652877,6496,368,Glorot,,tanh,0.012899303436279297,COMPLETE,0.012899303436279297
3,0.3205000042915344,2025-09-02 03:36:56.150231,2025-09-02 04:08:53.665160,0 days 00:31:57.514929,20,uniform,5,zero,,0.003593917669469153,294,768,Glorot,,logistic,0.013041377067565918,COMPLETE,0.013041377067565918
4,0.4150833308696747,2025-09-02 04:08:53.665832,2025-09-02 04:42:54.539985,0 days 00:34:00.874153,20,uniform,5,nz,0.0021073356349450246,0.0004883418510092812,3543,800,old,0.9468231906318536,tanh,0.013008189201354981,COMPLETE,0.013008189201354981
5,0.24741666615009308,2025-09-02 04:42:54.540353,2025-09-02 05:17:07.122285,0 days 00:34:12.581932,20,uniform,7,nz,0.0008459908187981945,2.6032292780924524e-06,516,912,Glorot,,logistic,0.013138055801391602,COMPLETE,0.013138055801391602
6,0.28713333010673525,2025-09-02 05:17:07.122651,2025-09-02 05:23:51.150896,0 days 00:06:44.028245,100,normal,5,nz,0.0013862889345041907,0.00901468140166235,183,176,Glorot,,logistic,0.01274857521057129,COMPLETE,0.01274857521057129
7,0.42823333144187925,2025-09-02 05:23:51.151591,2025-09-02 05:30:16.495593,0 days 00:06:25.344002,100,uniform,8,zero,,0.11805134855353049,216,368,Glorot,,logistic,0.010098528861999512,COMPLETE,0.010098528861999512
8,0.2538666635751724,2025-09-02 05:30:16.495955,2025-09-02 05:37:19.906297,0 days 00:07:03.410342,100,uniform,7,nz,2.815901764360598e-07,0.00036502361187062146,185,128,Glorot,,tanh,0.012905526161193847,COMPLETE,0.012905526161193847
9,0.2652500033378601,2025-09-02 05:37:19.906675,2025-09-02 05:44:26.844329,0 days 00:07:06.937654,100,uniform,7,nz,3.2255015584448746e-06,5.2941296150740716e-06,6626,816,Glorot,,tanh,0.013036489486694336,COMPLETE,0.013036489486694336
10,0.42268332839012146,2025-09-02 05:44:26.845053,2025-09-02 06:16:41.374792,0 days 00:32:14.529739,20,normal,7,zero,,0.09301680484393055,163,800,Glorot,,logistic,0.01189749240875244,COMPLETE,0.01189749240875244
11,0.4594666600227356,2025-09-02 06:16:41.375448,2025-09-02 06:23:05.375103,0 days 00:06:23.999655,100,normal,6,zero,,0.018719434318834147,2052,656,old,1.4102645931727156,tanh,0.006717085838317871,COMPLETE,0.006717085838317871
12,0.34101666808128356,2025-09-02 06:23:05.375483,2025-09-02 06:29:33.070461,0 days 00:06:27.694978,100,uniform,7,zero,,0.0005938211377977959,773,704,old,1.8120979733868956,tanh,0.013098025321960449,COMPLETE,0.013098025321960449
13,0.4280833303928375,2025-09-02 06:29:33.070831,2025-09-02 07:01:43.619933,0 days 00:32:10.549102,20,uniform,8,zero,,0.10299386757999246,157,656,old,1.8062074230594176,logistic,0.011704206466674805,COMPLETE,0.011704206466674805
14,0.23803332448005676,2025-09-02 07:01:43.620606,2025-09-02 07:35:41.936172,0 days 00:33:58.315566,20,normal,6,nz,9.199450334258862e-07,4.946343851929063e-06,127,416,old,1.9733953796831838,logistic,0.013093328475952149,COMPLETE,0.013093328475952149
15,0.25768333673477173,2025-09-02 07:35:41.936544,2025-09-02 08:07:56.155008,0 days 00:32:14.218464,20,normal,5,zero,,6.444478637143619e-06,8370,336,old,1.6001481198211065,tanh,0.013172459602355958,COMPLETE,0.013172459602355958
16,0.2558333337306976,2025-09-02 08:07:56.155841,2025-09-02 08:14:23.614400,0 days 00:06:27.458559,100,normal,5,zero,,5.149664340041324e-06,268,256,Glorot,,tanh,0.0131697416305542,COMPLETE,0.0131697416305542
17,0.4162999987602234,2025-09-02 08:14:23.615081,2025-09-02 08:21:17.835457,0 days 00:06:54.220376,100,normal,5,nz,2.6731334609132677e-07,0.020221744205079373,156,928,Glorot,,tanh,0.012891387939453125,COMPLETE,0.012891387939453125
18,0.4260333299636841,2025-09-02 08:21:17.835837,2025-09-02 08:53:28.343881,0 days 00:32:10.508044,20,uniform,7,zero,,0.057265109303175826,126,560,old,0.2702596726554056,logistic,0.0124359130859375,COMPLETE,0.0124359130859375
19,0.24728332757949828,2025-09-02 08:53:28.344616,2025-09-02 09:28:03.002102,0 days 00:34:34.657486,20,uniform,6,nz,2.6732795780647336e-07,1.477822781390903e-06,1057,800,old,1.5331641155476206,logistic,0.013110518455505371,COMPLETE,0.013110518455505371
20,0.2674166619777679,2025-09-02 09:28:03.002478,2025-09-02 10:02:12.358625,0 days 00:34:09.356147,20,uniform,5,nz,4.5217557451024084e-07,0.00024928315599298995,515,864,Glorot,,logistic,0.0131011962890625,COMPLETE,0.0131011962890625
21,0.31456666588783266,2025-09-02 10:02:12.359009,2025-09-02 10:34:28.152869,0 days 00:32:15.793860,20,uniform,6,zero,,0.00014593069348259346,9546,704,Glorot,,logistic,0.013048768043518066,COMPLETE,0.013048768043518066
22,0.3539666622877121,2025-09-02 10:34:28.153231,2025-09-02 11:08:52.644997,0 days 00:34:24.491766,20,uniform,7,nz,2.61432346137729e-05,0.7712091002222098,167,336,Glorot,,logistic,0.002000236511230469,COMPLETE,0.002000236511230469
23,0.49206666350364686,2025-09-02 11:08:52.645595,2025-09-02 11:15:44.854221,0 days 00:06:52.208626,100,uniform,7,nz,4.2391310953230826e-07,0.3098891758417326,7717,288,Glorot,,logistic,5.5217742919921874e-05,COMPLETE,5.5217742919921874e-05
24,0.24619999825954436,2025-09-02 11:15:44.854919,2025-09-02 11:22:10.095385,0 days 00:06:25.240466,100,uniform,7,zero,,1.9973397341322524e-05,1337,448,Glorot,,logistic,0.01313178539276123,COMPLETE,0.01313178539276123
25,0.30581666231155397,2025-09-02 11:22:10.095747,2025-09-02 11:28:51.162678,0 days 00:06:41.066931,100,normal,8,zero,,0.001313336169200039,1126,480,old,1.4607765707779474,logistic,0.013005471229553223,COMPLETE,0.013005471229553223
26,0.25426666140556337,2025-09-02 11:28:51.163302,2025-09-02 11:35:42.177758,0 days 00:06:51.014456,100,normal,5,nz,0.002310508554631245,2.993279432713497e-06,212,208,Glorot,,tanh,0.013155984878540038,COMPLETE,0.013155984878540038
27,0.25593332946300507,2025-09-02 11:35:42.178417,2025-09-02 12:09:21.527034,0 days 00:33:39.348617,20,normal,7,nz,1.059684351920824e-06,4.77818774805122e-06,1609,464,Glorot,,tanh,0.013069653511047363,COMPLETE,0.013069653511047363
28,0.3468166649341583,2025-09-02 12:09:21.527422,2025-09-02 12:42:24.587810,0 days 00:33:03.060388,20,normal,5,zero,,0.00013828279283371964,8171,128,old,0.770792829309715,tanh,0.012719178199768066,COMPLETE,0.012719178199768066
