number,value,datetime_start,datetime_complete,duration,params_batch_size,params_dist1,params_iseed,params_l2_penalty_choice,params_l2_penalty_nz,params_lr,params_lr_anneal_start,params_nhid1,params_scale_heur1,params_scale_mult1,params_squash,user_attrs_avg_fit_criteria,state,avg_fit_criteria
71,0.09972580820322037,2025-09-03 13:20:14.326614,2025-09-03 13:27:22.368839,0 days 00:07:08.042225,100,uniform,6,zero,,0.9184467448275976,4248,832,old,0.7910481954709916,tanh,,COMPLETE,
72,0.8029677510261536,2025-09-03 13:27:22.369259,2025-09-03 14:03:32.101725,0 days 00:36:09.732466,20,uniform,8,nz,1.080350637787874e-08,0.013061745506314542,6335,912,Glorot,,logistic,0.0049048662185668945,COMPLETE,0.0049048662185668945
73,0.902564549446106,2025-09-03 14:03:32.102164,2025-09-03 14:40:32.894220,0 days 00:37:00.792056,20,uniform,5,nz,7.381184731360426e-08,0.035325139044695655,2406,960,Glorot,,tanh,0.004684925079345703,COMPLETE,0.004684925079345703
74,0.8878387570381164,2025-09-03 14:40:32.894631,2025-09-03 15:17:05.560069,0 days 00:36:32.665438,20,uniform,8,nz,6.839443618525271e-08,0.02923434128565442,1294,912,old,1.4553581615616051,tanh,0.006645488739013672,COMPLETE,0.006645488739013672
75,0.912290346622467,2025-09-03 15:17:05.560855,2025-09-03 15:54:00.062370,0 days 00:36:54.501515,20,uniform,7,nz,1.0008258619565287e-08,0.041184322165075296,4624,800,Glorot,,tanh,0.002257561683654785,COMPLETE,0.002257561683654785
76,0.49427421391010284,2025-09-03 15:54:00.063157,2025-09-03 16:31:14.267278,0 days 00:37:14.204121,20,uniform,6,nz,8.855377423703595e-08,0.4054741746534465,2784,928,Glorot,,logistic,0.006700825691223144,COMPLETE,0.006700825691223144
77,0.9263871073722839,2025-09-03 16:31:14.268289,2025-09-03 17:06:04.418301,0 days 00:34:50.150012,20,normal,5,zero,,0.16957117619749384,9020,704,Glorot,,tanh,0.0001559734344482422,COMPLETE,0.0001559734344482422
78,0.5714193940162658,2025-09-03 17:06:04.419024,2025-09-03 17:40:44.637457,0 days 00:34:40.218433,20,normal,5,zero,,0.0014761192591804448,5401,352,Glorot,,tanh,0.012008428573608398,COMPLETE,0.012008428573608398
79,0.9204193711280823,2025-09-03 17:40:44.637856,2025-09-03 18:15:14.403304,0 days 00:34:29.765448,20,normal,5,zero,,0.0320801788251038,4463,592,old,0.24482678225902588,tanh,0.0026444196701049805,COMPLETE,0.0026444196701049805
80,0.922225821018219,2025-09-03 18:15:14.404192,2025-09-03 18:49:32.452650,0 days 00:34:18.048458,20,normal,5,zero,,0.17152584731224463,6134,560,Glorot,,tanh,6.127357482910156e-05,COMPLETE,6.127357482910156e-05
81,0.9183225989341736,2025-09-03 18:49:32.453064,2025-09-03 18:56:31.882916,0 days 00:06:59.429852,100,uniform,7,zero,,0.3660467957627758,3239,928,Glorot,,tanh,0.0003437519073486328,COMPLETE,0.0003437519073486328
82,0.9255967855453491,2025-09-03 18:56:31.883326,2025-09-03 19:30:51.140374,0 days 00:34:19.257048,20,normal,5,zero,,0.21872506800372948,3366,1024,Glorot,,tanh,5.1903724670410154e-05,COMPLETE,5.1903724670410154e-05
83,0.9284839034080505,2025-09-03 19:30:51.140965,2025-09-03 20:05:16.478185,0 days 00:34:25.337220,20,normal,5,zero,,0.10928807530269471,9680,848,Glorot,,tanh,4.4679641723632814e-05,COMPLETE,4.4679641723632814e-05
84,0.9277258276939392,2025-09-03 20:05:16.478883,2025-09-03 20:39:34.149349,0 days 00:34:17.670466,20,normal,5,zero,,0.11910045650464388,7536,944,Glorot,,tanh,0.00010693073272705078,COMPLETE,0.00010693073272705078
85,0.6479839086532593,2025-09-03 20:39:34.150026,2025-09-03 21:13:35.559209,0 days 00:34:01.409183,20,normal,5,zero,,0.001795174068129388,5435,992,Glorot,,tanh,0.012333226203918458,COMPLETE,0.012333226203918458
86,0.9281935691833496,2025-09-03 21:13:35.559881,2025-09-03 21:47:45.208811,0 days 00:34:09.648930,20,normal,5,zero,,0.2104491711735656,6634,1008,Glorot,,tanh,0.0003283500671386719,COMPLETE,0.0003283500671386719
87,0.09972580820322037,2025-09-03 21:47:45.210113,2025-09-03 22:24:25.946212,0 days 00:36:40.736099,20,normal,5,nz,1.734430168621454e-06,0.6683316504102249,9498,800,Glorot,,tanh,,COMPLETE,
88,0.8847581148147583,2025-09-03 22:24:25.946628,2025-09-03 22:59:11.309587,0 days 00:34:45.362959,20,normal,7,zero,,0.38402851212581063,7140,848,Glorot,,tanh,0.0026554107666015626,COMPLETE,0.0026554107666015626
89,0.9109355092048645,2025-09-03 22:59:11.310019,2025-09-03 23:33:33.362554,0 days 00:34:22.052535,20,normal,6,zero,,0.024642914650870977,6557,960,Glorot,,tanh,0.0036418676376342774,COMPLETE,0.0036418676376342774
90,0.9243387222290039,2025-09-03 23:33:33.362975,2025-09-04 00:07:58.924915,0 days 00:34:25.561940,20,normal,5,zero,,0.24212463973328757,6643,864,old,0.8598100296914786,tanh,0.0010809898376464844,COMPLETE,0.0010809898376464844
91,0.09972580820322037,2025-09-04 00:07:58.925619,2025-09-04 00:42:16.342781,0 days 00:34:17.417162,20,normal,5,zero,,0.7579561492789518,3845,1008,old,0.8607504599381745,tanh,,COMPLETE,
92,0.9240000128746033,2025-09-04 00:42:16.343499,2025-09-04 01:16:41.665727,0 days 00:34:25.322228,20,normal,5,zero,,0.07410238090632018,7875,848,Glorot,,tanh,0.0004745960235595703,COMPLETE,0.0004745960235595703
93,0.12853226363658904,2025-09-04 01:16:41.666363,2025-09-04 01:51:04.142488,0 days 00:34:22.476125,20,normal,5,zero,,0.7847453345698702,8314,896,Glorot,,logistic,,COMPLETE,
94,0.8763065099716186,2025-09-04 01:51:04.143188,2025-09-04 02:26:12.462818,0 days 00:35:08.319630,20,normal,5,zero,,0.3854697455897204,9163,1024,Glorot,,tanh,0.0014209270477294922,COMPLETE,0.0014209270477294922
95,0.9063387393951416,2025-09-04 02:26:12.463253,2025-09-04 03:00:34.173426,0 days 00:34:21.710173,20,normal,8,zero,,0.02120479561986774,6875,816,Glorot,,tanh,0.003347444534301758,COMPLETE,0.003347444534301758
96,0.8741290688514709,2025-09-04 03:00:34.173829,2025-09-04 03:07:41.571942,0 days 00:07:07.398113,100,uniform,5,zero,,0.02228251687495331,4362,512,Glorot,,tanh,0.0028572320938110352,COMPLETE,0.0028572320938110352
97,0.9101774454116821,2025-09-04 03:07:41.572353,2025-09-04 03:44:35.758641,0 days 00:36:54.186288,20,uniform,8,nz,2.6067242271811192e-06,0.021417356512452274,8049,864,Glorot,,tanh,0.003231930732727051,COMPLETE,0.003231930732727051
98,0.8267419815063477,2025-09-04 03:44:35.759308,2025-09-04 03:51:36.529878,0 days 00:07:00.770570,100,normal,5,zero,,0.00399080743455135,7694,848,Glorot,,tanh,0.009440398216247559,COMPLETE,0.009440398216247559
99,0.2546290457248688,2025-09-04 03:51:36.530292,2025-09-04 04:26:23.693297,0 days 00:34:47.163005,20,normal,5,zero,,0.4070614387334969,2871,1024,Glorot,,tanh,,COMPLETE,
100,0.5611451625823974,2025-09-04 04:26:23.693699,2025-09-04 05:00:42.993494,0 days 00:34:19.299795,20,normal,5,zero,,0.0006144117970131645,7733,944,old,0.8514075253180171,tanh,0.01282811164855957,COMPLETE,0.01282811164855957
101,0.6918387293815613,2025-09-04 05:00:42.994412,2025-09-04 05:35:10.728657,0 days 00:34:27.734245,20,uniform,8,zero,,0.005581291220754189,1779,976,Glorot,,tanh,0.011872982978820801,COMPLETE,0.011872982978820801
102,0.9050161600112915,2025-09-04 05:35:10.729379,2025-09-04 06:10:28.190836,0 days 00:35:17.461457,20,uniform,8,zero,,0.04036101652925902,5382,992,old,1.1657017740506124,logistic,0.0014038562774658203,COMPLETE,0.0014038562774658203
103,0.913967764377594,2025-09-04 06:10:28.191545,2025-09-04 06:44:46.917861,0 days 00:34:18.726316,20,normal,5,zero,,0.04080166989293205,5151,752,Glorot,,tanh,0.0019526004791259766,COMPLETE,0.0019526004791259766
104,0.7803226232528686,2025-09-04 06:44:46.918279,2025-09-04 07:21:19.367206,0 days 00:36:32.448927,20,normal,5,nz,2.809246828504592e-06,0.2480305778924411,9120,960,old,0.5765321273615651,logistic,0.00322568416595459,COMPLETE,0.00322568416595459
105,0.9283226013183594,2025-09-04 07:21:19.367951,2025-09-04 07:56:05.428652,0 days 00:34:46.060701,20,normal,5,zero,,0.16221165682718247,9408,736,Glorot,,tanh,0.0001462697982788086,COMPLETE,0.0001462697982788086
106,0.886193597316742,2025-09-04 07:56:05.429068,2025-09-04 08:02:59.241521,0 days 00:06:53.812453,100,normal,5,zero,,0.044300314805953596,6894,800,old,1.4260145532469526,tanh,0.0026255369186401365,COMPLETE,0.0026255369186401365
107,0.7198548749089241,2025-09-04 08:02:59.242378,2025-09-04 08:37:23.212151,0 days 00:34:23.969773,20,uniform,7,zero,,0.40669106421260925,3299,976,Glorot,,tanh,,COMPLETE,
108,0.8987903594970703,2025-09-04 08:37:23.212566,2025-09-04 09:14:10.517675,0 days 00:36:47.305109,20,normal,7,nz,1.1924555057499806e-06,0.02550733152741111,2645,1024,Glorot,,tanh,0.005642604827880859,COMPLETE,0.005642604827880859
109,0.25404840111732485,2025-09-04 09:14:10.518405,2025-09-04 09:48:25.904148,0 days 00:34:15.385743,20,uniform,6,zero,,0.43479220048535,8690,960,Glorot,,tanh,,COMPLETE,
110,0.9235484004020691,2025-09-04 09:48:25.904845,2025-09-04 10:22:39.135542,0 days 00:34:13.230697,20,normal,5,zero,,0.07187886755481865,9506,816,old,1.0387054909030446,tanh,0.0003298282623291016,COMPLETE,0.0003298282623291016
