number,value,datetime_start,datetime_complete,duration,params_batch_size,params_dist1,params_iseed,params_l2_penalty_choice,params_l2_penalty_nz,params_lr,params_lr_anneal_start,params_nhid1,params_nhid2,params_nhid3,params_scale_heur1,params_scale_mult1,params_squash,user_attrs_avg_fit_criteria,user_attrs_ed_cl1_mean,user_attrs_ed_cl2_mean,user_attrs_ed_cl3_mean,state,avg_fit_criteria,ed_cl1_mean,ed_cl2_mean,ed_cl3_mean
0,0.4493333299954732,2025-09-02 10:13:46.739102,2025-09-02 10:42:49.468867,0 days 00:29:02.729765,20,uniform,8,nz,0.001976273939677935,0.01888913897506274,548,832,368,368,Glorot,,logistic,0.011735426055060493,0.012368083000183105,0.012214899063110352,0.010623296101888021,COMPLETE,0.011735426055060493,0.012368083000183105,0.012214899063110352,0.010623296101888021
1,0.2592499951521556,2025-09-02 10:42:49.469270,2025-09-02 11:09:42.260692,0 days 00:26:52.791422,20,normal,6,zero,,7.287875536659331e-06,2558,976,720,480,Glorot,,tanh,0.013087696499294704,0.013090888659159342,0.013110677401224772,0.0130615234375,COMPLETE,0.013087696499294704,0.013090888659159342,0.013110677401224772,0.0130615234375
2,0.26338332891464233,2025-09-02 11:09:42.261068,2025-09-02 11:15:23.004612,0 days 00:05:40.743544,100,normal,5,nz,0.005659923651826091,0.0024869546064083107,103,736,656,608,Glorot,,logistic,0.013108995225694446,0.013062198956807455,0.013073205947875977,0.013191580772399902,COMPLETE,0.013108995225694446,0.013062198956807455,0.013073205947875977,0.013191580772399902
3,0.21278332670529684,2025-09-02 11:15:23.005347,2025-09-02 11:42:19.915729,0 days 00:26:56.910382,20,uniform,5,zero,,4.392996964391159e-06,286,304,464,176,old,1.048938561776662,logistic,0.01310612095726861,0.013152559598286947,0.012929797172546387,0.013236006100972494,COMPLETE,0.01310612095726861,0.013152559598286947,0.012929797172546387,0.013236006100972494
4,0.4302666485309601,2025-09-02 11:42:19.916546,2025-09-02 11:48:04.566386,0 days 00:05:44.649840,100,uniform,8,nz,2.2013739783605834e-08,0.0014768815514442635,7994,688,768,256,Glorot,,logistic,0.012455529636806913,0.012787063916524252,0.012971758842468262,0.011607766151428223,COMPLETE,0.012455529636806913,0.012787063916524252,0.012971758842468262,0.011607766151428223
5,0.4846833149592082,2025-09-02 11:48:04.566774,2025-09-02 11:53:49.668336,0 days 00:05:45.101562,100,normal,8,nz,0.00017344787323769035,0.3329779126931672,5727,624,1008,256,old,1.0240609680153696,logistic,0.0039763450622558585,0.011676947275797525,0.00022260348002115885,2.948443094889323e-05,COMPLETE,0.0039763450622558585,0.011676947275797525,0.00022260348002115885,2.948443094889323e-05
6,0.26668333013852435,2025-09-02 11:53:49.669017,2025-09-02 11:59:37.589508,0 days 00:05:47.920491,100,normal,6,nz,2.5689072709426117e-05,5.276847581147895e-05,221,384,256,432,Glorot,,tanh,0.01302566793229845,0.013135751088460287,0.012863874435424805,0.013077378273010254,COMPLETE,0.01302566793229845,0.013135751088460287,0.012863874435424805,0.013077378273010254
7,0.47956665356953937,2025-09-02 11:59:37.590378,2025-09-02 12:05:00.690872,0 days 00:05:23.100494,100,normal,7,zero,,0.045402977968456694,3669,192,416,784,old,0.39496068952891183,logistic,0.00533861584133572,0.0030428568522135415,0.00450587272644043,0.00846711794535319,COMPLETE,0.00533861584133572,0.0030428568522135415,0.00450587272644043,0.00846711794535319
8,0.2781499922275543,2025-09-02 12:05:00.691267,2025-09-02 12:10:28.265275,0 days 00:05:27.574008,100,uniform,7,zero,,1.9670000815753223e-05,2947,1024,864,624,old,1.7685618590876564,logistic,0.013009839587741429,0.013022184371948242,0.012968500455220541,0.013038833936055502,COMPLETE,0.013009839587741429,0.013022184371948242,0.012968500455220541,0.013038833936055502
9,0.4350999891757965,2025-09-02 12:10:28.265656,2025-09-02 12:16:11.682342,0 days 00:05:43.416686,100,normal,7,nz,0.004713238483750317,0.026455682027908503,179,528,144,448,Glorot,,tanh,0.012214528189765083,0.012342055638631185,0.011860013008117676,0.012441515922546387,COMPLETE,0.012214528189765083,0.012342055638631185,0.011860013008117676,0.012441515922546387
10,0.4495333135128021,2025-09-02 12:16:11.682720,2025-09-02 12:44:54.069093,0 days 00:28:42.386373,20,uniform,5,nz,1.7399719380673092e-06,0.0060518290943611325,550,784,768,160,old,1.3898853516952139,tanh,0.012513041496276855,0.012772401173909506,0.01295483112335205,0.01181189219156901,COMPLETE,0.012513041496276855,0.012772401173909506,0.01295483112335205,0.01181189219156901
11,0.2474166601896286,2025-09-02 12:44:54.069820,2025-09-02 12:50:19.490604,0 days 00:05:25.420784,100,normal,6,zero,,0.00018131133577534945,391,688,448,320,Glorot,,logistic,0.01311337947845459,0.013057748476664225,0.013162732124328613,0.013119657834370932,COMPLETE,0.01311337947845459,0.013057748476664225,0.013162732124328613,0.013119657834370932
12,0.4109666546185811,2025-09-02 12:50:19.490991,2025-09-02 12:55:44.421434,0 days 00:05:24.930443,100,uniform,8,zero,,0.002472295306383974,2075,224,384,176,old,0.2686955279215667,tanh,0.012159175342983669,0.012468854586283365,0.01266042391459147,0.011348247528076172,COMPLETE,0.012159175342983669,0.012468854586283365,0.01266042391459147,0.011348247528076172
13,0.4598666528860728,2025-09-02 12:55:44.422300,2025-09-02 13:24:05.448360,0 days 00:28:21.026060,20,uniform,8,nz,1.784055631279747e-08,0.0028909398708427706,5014,896,784,752,old,0.2558892770414504,logistic,0.012278437614440918,0.012744466463724772,0.01236271858215332,0.011728127797444662,COMPLETE,0.012278437614440918,0.012744466463724772,0.01236271858215332,0.011728127797444662
14,0.4507833222548167,2025-09-02 13:24:05.449198,2025-09-02 13:29:32.330179,0 days 00:05:26.880981,100,normal,8,zero,,0.00700610875534594,456,592,912,784,Glorot,,tanh,0.012915584776136609,0.01292856534322103,0.01288310686747233,0.01293508211771647,COMPLETE,0.012915584776136609,0.01292856534322103,0.01288310686747233,0.01293508211771647
15,0.2345499893029531,2025-09-02 13:29:32.332501,2025-09-02 13:34:58.445202,0 days 00:05:26.112701,100,normal,6,zero,,9.318544447640828e-06,368,608,304,272,old,0.4837215553624952,logistic,0.013158520062764486,0.01313316822052002,0.013177990913391113,0.013164401054382324,COMPLETE,0.013158520062764486,0.01313316822052002,0.013177990913391113,0.013164401054382324
16,0.26024999221165973,2025-09-02 13:34:58.445900,2025-09-02 14:01:46.395492,0 days 00:26:47.949592,20,uniform,5,zero,,4.481465560938961e-06,450,928,160,832,old,1.9993692687863487,tanh,0.013170321782430014,0.013112346331278482,0.013333717981974283,0.013064901034037272,COMPLETE,0.013170321782430014,0.013112346331278482,0.013333717981974283,0.013064901034037272
17,0.26743332544962567,2025-09-02 14:01:46.395868,2025-09-02 14:07:07.827195,0 days 00:05:21.431327,100,normal,5,zero,,1.357272557085702e-06,1626,992,592,304,old,1.000636396400883,tanh,0.013084769248962402,0.013093829154968262,0.013166149457295736,0.012994329134623209,COMPLETE,0.013084769248962402,0.013093829154968262,0.013166149457295736,0.012994329134623209
