number,value,datetime_start,datetime_complete,duration,params_batch_size,params_colnorm_thresh,params_dist1,params_iseed,params_l2_penalty_choice,params_l2_penalty_nz,params_lr,params_lr_anneal_start,params_nhid1,params_nhid2,params_nhid3,params_pca_energy,params_preproc,params_scale_heur1,params_scale_mult1,params_squash,user_attrs_avg_fit_criteria,user_attrs_ed_cl1_mean,user_attrs_ed_cl2_mean,user_attrs_ed_cl3_mean,state,avg_fit_criteria,ed_cl1_mean,ed_cl2_mean,ed_cl3_mean
0,0.10000000149011612,2025-08-24 10:50:04.707800,2025-08-24 11:17:39.261658,0 days 00:27:34.553858,20,,uniform,6,nz,2.408891693835518e-07,1.9068306386240476e-05,800,80,288,512,,raw,Glorot,,logistic,0.012935797373453775,0.012770390510559082,0.013157129287719727,0.01287987232208252,COMPLETE,0.012935797373453775,0.012770390510559082,0.013157129287719727,0.01287987232208252
1,0.19231666326522828,2025-08-24 11:17:39.263482,2025-08-24 11:23:08.016545,0 days 00:05:28.753063,100,,uniform,6,nz,0.0002069877935427099,4.532045798669679e-05,803,224,512,384,,raw,Glorot,,tanh,0.012971464792887369,0.012865233421325683,0.012908220291137695,0.01314094066619873,COMPLETE,0.012971464792887369,0.012865233421325683,0.012908220291137695,0.01314094066619873
2,0.19246666729450226,2025-08-24 11:23:08.016892,2025-08-24 11:49:08.135497,0 days 00:26:00.118605,20,,normal,6,zero,,0.003593917669469153,294,432,16,96,0.7614531005141727,pca,old,0.755934832754835,tanh,0.012383166948954263,0.013088440895080567,0.011709308624267578,0.012351751327514648,COMPLETE,0.012383166948954263,0.013088440895080567,0.011709308624267578,0.012351751327514648
3,0.180649995803833,2025-08-24 11:49:08.135927,2025-08-24 11:54:23.710770,0 days 00:05:15.574843,100,,normal,5,zero,,0.04669620740529656,5948,352,336,320,,raw,old,1.0291345330938984,logistic,0.009974304835001627,0.007699370384216309,0.010342764854431152,0.011880779266357422,COMPLETE,0.009974304835001627,0.007699370384216309,0.010342764854431152,0.011880779266357422
4,0.10000000149011612,2025-08-24 11:54:23.711128,2025-08-24 11:59:53.813630,0 days 00:05:30.102502,100,,normal,5,nz,5.8733668003591766e-08,0.0006009208989093564,129,80,368,848,,raw,old,0.9564623006105633,logistic,0.013102507591247559,0.012831377983093261,0.013230371475219726,0.013245773315429688,COMPLETE,0.013102507591247559,0.012831377983093261,0.013230371475219726,0.013245773315429688
5,0.45643332600593567,2025-08-24 11:59:53.814013,2025-08-24 12:05:21.377475,0 days 00:05:27.563462,100,,normal,6,zero,,0.020672492838662945,4902,48,560,832,0.92848781305588,pca,old,0.9947535368647515,tanh,0.009159668286641437,0.0043318748474121095,0.01101994514465332,0.012127184867858886,COMPLETE,0.009159668286641437,0.0043318748474121095,0.01101994514465332,0.012127184867858886
6,0.311516660451889,2025-08-24 12:05:21.377846,2025-08-24 12:10:47.749492,0 days 00:05:26.371646,100,,normal,8,zero,,0.902290355038375,303,160,32,544,0.531811142849276,pca,Glorot,,tanh,0.004445497194925944,0.0015688180923461915,0.0006035089492797852,0.011164164543151856,COMPLETE,0.004445497194925944,0.0015688180923461915,0.0006035089492797852,0.011164164543151856
7,0.11556666493415832,2025-08-24 12:10:47.749814,2025-08-24 12:16:28.508119,0 days 00:05:40.758305,100,,uniform,8,nz,1.7286821158315726e-07,7.984786193040815e-05,2976,944,32,704,0.5603162141530791,pca,Glorot,,logistic,0.013071378072102865,0.013194727897644042,0.012935948371887208,0.013083457946777344,COMPLETE,0.013071378072102865,0.013194727897644042,0.012935948371887208,0.013083457946777344
8,0.1617499977350235,2025-08-24 12:16:28.509539,2025-08-24 12:42:39.635119,0 days 00:26:11.125580,20,1.0252773110077433e-06,normal,5,zero,,0.010819702277292158,2651,960,400,672,,colnorm,old,0.7176438958158204,logistic,0.013059210777282714,0.013076114654541015,0.01295034885406494,0.013151168823242188,COMPLETE,0.013059210777282714,0.013076114654541015,0.01295034885406494,0.013151168823242188
9,0.15544999837875367,2025-08-24 12:42:39.635544,2025-08-24 12:48:13.153236,0 days 00:05:33.517692,100,,uniform,8,nz,3.0495251798820325e-05,0.07968268616303291,1813,208,320,256,,raw,old,1.432827266708205,tanh,0.012108985582987467,0.011013174057006836,0.012591290473937988,0.012722492218017578,COMPLETE,0.012108985582987467,0.011013174057006836,0.012591290473937988,0.012722492218017578
