number,value,datetime_start,datetime_complete,duration,params_batch_size,params_colnorm_thresh,params_dist1,params_iseed,params_l2_penalty_choice,params_l2_penalty_nz,params_lr,params_lr_anneal_start,params_nhid1,params_nhid2,params_nhid3,params_pca_energy,params_preproc,params_scale_heur1,params_scale_mult1,params_squash,user_attrs_avg_fit_criteria,user_attrs_ed_cl1_mean,user_attrs_ed_cl2_mean,user_attrs_ed_cl3_mean,state,avg_fit_criteria,ed_cl1_mean,ed_cl2_mean,ed_cl3_mean
55,0.11366129368543625,2025-08-25 02:23:05.545853,2025-08-25 02:49:17.583508,0 days 00:26:12.037655,20,,normal,8,zero,,0.012559696107890185,1432,432,1024,192,0.953042012991536,pca,Glorot,,logistic,0.01302479902903239,0.01296238899230957,0.012923192977905274,0.013188815116882325,COMPLETE,0.01302479902903239,0.01296238899230957,0.012923192977905274,0.013188815116882325
56,0.11366129368543625,2025-08-25 02:49:17.583886,2025-08-25 03:15:39.624714,0 days 00:26:22.040828,20,,normal,7,zero,,0.00011244131578424073,333,224,416,896,,raw,old,1.0628015400286273,logistic,0.012988527615865072,0.01292724609375,0.013218307495117187,0.012820029258728027,COMPLETE,0.012988527615865072,0.01292724609375,0.013218307495117187,0.012820029258728027
57,0.8226774573326111,2025-08-25 03:15:39.625091,2025-08-25 03:21:16.222708,0 days 00:05:36.597617,100,,normal,5,nz,5.516200974192991e-06,0.13578312866837985,285,288,704,32,0.6163250579168666,pca,old,1.4501074686859041,tanh,0.00690004030863444,0.0065985918045043945,0.010909724235534667,0.0031918048858642577,COMPLETE,0.00690004030863444,0.0065985918045043945,0.010909724235534667,0.0031918048858642577
58,0.15340323150157928,2025-08-25 03:21:16.222996,2025-08-25 03:26:53.904761,0 days 00:05:37.681765,100,,normal,5,nz,0.002299092964953526,1.9043935539466418e-06,282,416,32,720,0.7655584808490381,pca,old,1.0288984288444483,tanh,0.012637019157409668,0.013392376899719238,0.011723804473876952,0.012794876098632812,COMPLETE,0.012637019157409668,0.013392376899719238,0.011723804473876952,0.012794876098632812
59,0.11366129368543625,2025-08-25 03:26:53.905061,2025-08-25 03:32:33.056315,0 days 00:05:39.151254,100,,normal,5,nz,1.6212064962454547e-08,3.022746447459181e-06,263,112,640,624,,raw,Glorot,,logistic,0.013033596674601237,0.01289958953857422,0.013182973861694336,0.013018226623535157,COMPLETE,0.013033596674601237,0.01289958953857422,0.013182973861694336,0.013018226623535157
60,0.1984354943037033,2025-08-25 03:32:33.056661,2025-08-25 03:58:51.886888,0 days 00:26:18.830227,20,6.216309065033519e-09,normal,7,zero,,1.9674692060151844e-06,512,560,800,800,,colnorm,Glorot,,tanh,0.013017034530639649,0.013030028343200684,0.013157248497009277,0.012863826751708985,COMPLETE,0.013017034530639649,0.013030028343200684,0.013157248497009277,0.012863826751708985
61,0.3337258130311966,2025-08-25 03:58:51.887254,2025-08-25 04:26:28.805303,0 days 00:27:36.918049,20,,normal,5,nz,3.83410000719568e-08,0.8998828949752957,280,96,640,208,,raw,old,1.4121636882810773,logistic,0.007910736401875814,0.007377219200134277,0.009247708320617675,0.007107281684875488,COMPLETE,0.007910736401875814,0.007377219200134277,0.009247708320617675,0.007107281684875488
62,0.255596786737442,2025-08-25 04:26:28.805689,2025-08-25 04:31:50.575265,0 days 00:05:21.769576,100,1.6514020850636604e-05,uniform,6,zero,,0.5952583710834207,4435,864,160,992,,colnorm,Glorot,,tanh,,,,,COMPLETE,,,,
63,0.11366129368543625,2025-08-25 04:31:50.575556,2025-08-25 04:37:23.871975,0 days 00:05:33.296419,100,,normal,5,nz,3.4195612894237447e-06,0.0006660670168108011,1054,368,896,848,0.5447326219797635,pca,Glorot,,logistic,0.013062437375386557,0.013085174560546874,0.013042402267456055,0.013059735298156738,COMPLETE,0.013062437375386557,0.013085174560546874,0.013042402267456055,0.013059735298156738
64,0.11366129368543625,2025-08-25 04:37:23.872728,2025-08-25 05:03:44.646647,0 days 00:26:20.773919,20,,uniform,8,zero,,1.669107370550262e-05,1379,432,256,560,0.7737163158335163,pca,old,0.2605156191144535,logistic,0.013224784533182779,0.013113784790039062,0.013389921188354493,0.013170647621154784,COMPLETE,0.013224784533182779,0.013113784790039062,0.013389921188354493,0.013170647621154784
65,0.2346935600042343,2025-08-25 05:03:44.647034,2025-08-25 05:30:17.060273,0 days 00:26:32.413239,20,2.4127818576783964e-05,uniform,7,zero,,0.0012526762594618482,429,976,48,592,,colnorm,old,1.7062735826536,tanh,0.013046002388000489,0.012927603721618653,0.012987804412841798,0.013222599029541015,COMPLETE,0.013046002388000489,0.012927603721618653,0.012987804412841798,0.013222599029541015
66,0.11366129368543625,2025-08-25 05:30:17.060638,2025-08-25 05:58:03.323466,0 days 00:27:46.262828,20,,normal,6,nz,0.0013027462719847785,0.00402905642351582,1771,976,800,816,0.8339105809471609,pca,old,0.5066073383181098,logistic,0.013122423489888508,0.01315615177154541,0.013283777236938476,0.01292734146118164,COMPLETE,0.013122423489888508,0.01315615177154541,0.013283777236938476,0.01292734146118164
