number,value,datetime_start,datetime_complete,duration,params_batch_size,params_colnorm_thresh,params_dist1,params_iseed,params_l2_penalty_choice,params_l2_penalty_nz,params_lr,params_lr_anneal_start,params_nhid1,params_nhid2,params_nhid3,params_pca_energy,params_preproc,params_scale_heur1,params_scale_mult1,params_squash,user_attrs_avg_fit_criteria,user_attrs_ed_cl1_mean,user_attrs_ed_cl2_mean,user_attrs_ed_cl3_mean,state,avg_fit_criteria,ed_cl1_mean,ed_cl2_mean,ed_cl3_mean
25,0.9586129426956177,2025-08-24 15:20:49.959344,2025-08-24 15:48:36.330328,0 days 00:27:46.370984,20,,normal,8,nz,1.5862041502308126e-06,0.19441467590334874,5022,288,640,112,,raw,old,1.2365016050456141,logistic,0.0016706546147664389,0.001062154769897461,0.0034707307815551756,0.0004790782928466797,COMPLETE,0.0016706546147664389,0.001062154769897461,0.0034707307815551756,0.0004790782928466797
26,0.9670161604881287,2025-08-24 15:48:36.330703,2025-08-24 16:16:26.784801,0 days 00:27:50.454098,20,4.8604335879942536e-05,uniform,8,nz,2.4481433139119853e-06,0.14133489539342114,5059,560,928,64,,colnorm,old,0.950226540035759,tanh,0.0033234516779581703,0.002373194694519043,0.007585334777832031,1.18255615234375e-05,COMPLETE,0.0033234516779581703,0.002373194694519043,0.007585334777832031,1.18255615234375e-05
27,0.09835484176874161,2025-08-24 16:16:26.785192,2025-08-24 16:44:05.944708,0 days 00:27:39.159516,20,5.250599470880913e-05,uniform,8,nz,8.446175177441956e-06,0.3769882111736839,7131,544,912,224,,colnorm,old,0.7660102360038341,tanh,,,,,COMPLETE,,,,
28,0.9537903666496277,2025-08-24 16:44:05.946880,2025-08-24 16:49:46.153451,0 days 00:05:40.206571,100,4.3357066218356094e-07,normal,8,nz,1.6060615188798918e-06,0.02898995486898201,2978,448,976,64,,colnorm,Glorot,,tanh,0.008718283971150716,0.009900450706481934,0.011951088905334473,0.0043033123016357425,COMPLETE,0.008718283971150716,0.009900450706481934,0.011951088905334473,0.0043033123016357425
29,0.9607903599739075,2025-08-24 16:49:46.153787,2025-08-24 17:17:30.564109,0 days 00:27:44.410322,20,,normal,5,nz,4.7725160287781117e-05,0.41460285999340235,5216,288,496,208,0.5044723619341265,pca,Glorot,,logistic,0.000882426897684733,0.00046722888946533204,0.00019233226776123048,0.001987719535827637,COMPLETE,0.000882426897684733,0.00046722888946533204,0.00019233226776123048,0.001987719535827637
30,0.09835484176874161,2025-08-24 17:17:30.564491,2025-08-24 17:45:17.261484,0 days 00:27:46.696993,20,,uniform,5,nz,0.00012061747282831733,0.9498240540762105,2095,624,640,16,,raw,old,1.3928261875416619,tanh,,,,,COMPLETE,,,,
31,0.7925484165549278,2025-08-24 17:45:17.261864,2025-08-24 17:50:55.677549,0 days 00:05:38.415685,100,,normal,5,nz,1.6518994906036817e-06,0.49195305803403727,6884,224,496,192,0.8753776949611892,pca,old,0.9292925691401278,logistic,0.001591324806213379,0.0020693063735961912,0.0017946958541870117,0.0009099721908569336,COMPLETE,0.001591324806213379,0.0020693063735961912,0.0017946958541870117,0.0009099721908569336
32,0.8902581095695495,2025-08-24 17:50:55.677858,2025-08-24 17:56:36.017344,0 days 00:05:40.339486,100,2.8556502212918552e-05,uniform,7,nz,8.943531573106004e-07,0.0036829432102939057,3137,528,944,16,,colnorm,old,1.031703268761138,tanh,0.008542442321777343,0.012396526336669923,0.012717366218566895,0.0005134344100952148,COMPLETE,0.008542442321777343,0.012396526336669923,0.012717366218566895,0.0005134344100952148
33,0.9604516506195069,2025-08-24 17:56:36.017657,2025-08-24 18:22:55.701578,0 days 00:26:19.683921,20,4.1895776156330726e-07,uniform,6,zero,,0.026228083797754608,4700,352,784,192,,colnorm,Glorot,,tanh,0.009195868174235027,0.007758212089538574,0.011465024948120118,0.008364367485046386,COMPLETE,0.009195868174235027,0.007758212089538574,0.011465024948120118,0.008364367485046386
34,0.9572742342948913,2025-08-24 18:22:55.702844,2025-08-24 18:50:46.816312,0 days 00:27:51.113468,20,0.0008442676397255404,normal,5,nz,2.9326219499437057e-06,0.026789960341607487,1464,608,1024,352,,colnorm,old,1.0340175633356679,tanh,0.01104413668314616,0.01025857925415039,0.012043118476867676,0.01083071231842041,COMPLETE,0.01104413668314616,0.01025857925415039,0.012043118476867676,0.01083071231842041
35,0.9207419514656067,2025-08-24 18:50:46.816707,2025-08-24 19:18:42.050377,0 days 00:27:55.233670,20,7.17200765299141e-06,uniform,8,nz,5.637142605045482e-06,0.0013194556326446615,9205,992,752,16,,colnorm,Glorot,,tanh,0.009657001495361328,0.01265265941619873,0.01259310245513916,0.0037252426147460936,COMPLETE,0.009657001495361328,0.01265265941619873,0.01259310245513916,0.0037252426147460936
36,0.9594355225563049,2025-08-24 19:18:42.052652,2025-08-24 19:24:17.693585,0 days 00:05:35.640933,100,,normal,8,nz,1.527580116189557e-07,0.0932427597335918,9804,384,768,160,0.886625382229587,pca,old,1.0178585296061349,logistic,0.0029620011647542317,0.001144099235534668,0.005988478660583496,0.0017534255981445312,COMPLETE,0.0029620011647542317,0.001144099235534668,0.005988478660583496,0.0017534255981445312
37,0.8890000343322754,2025-08-24 19:24:17.693892,2025-08-24 19:29:39.660179,0 days 00:05:21.966287,100,,normal,6,zero,,0.06179543769801866,1128,320,624,160,0.7387075235476828,pca,old,1.2654968327724057,logistic,0.007018081347147623,0.007006454467773438,0.010008764266967774,0.0040390253067016605,COMPLETE,0.007018081347147623,0.007006454467773438,0.010008764266967774,0.0040390253067016605
38,0.9683226108551025,2025-08-24 19:29:39.660471,2025-08-24 19:57:19.060577,0 days 00:27:39.400106,20,2.2299195298861395e-07,uniform,5,nz,6.582320190120915e-06,0.06443088612052923,7392,544,1008,64,,colnorm,Glorot,,tanh,0.006340273221333822,0.005235528945922852,0.011059856414794922,0.0027254343032836912,COMPLETE,0.006340273221333822,0.005235528945922852,0.011059856414794922,0.0027254343032836912
