number,value,datetime_start,datetime_complete,duration,params_batch_size,params_dist1,params_iseed,params_l2_penalty_choice,params_l2_penalty_nz,params_lr,params_lr_anneal_start,params_ncode,params_nhid1,params_nhid2,params_nhid3,params_scale_heur1,params_scale_mult1,params_squash,user_attrs_ed_cl1_mean,user_attrs_ed_cl2_mean,user_attrs_ed_cl3_mean,user_attrs_ed_cl4_mean,user_attrs_ed_cl5_mean,user_attrs_ed_cl6_mean,user_attrs_ed_cl7_mean,user_attrs_ed_overall_mean,user_attrs_val_recon_loss_mean,user_attrs_val_recon_loss_std,state
0,0.914393146832784,2025-09-02 03:15:49.966927,2025-09-02 03:18:54.382346,0 days 00:03:04.415419,512,normal,8,nz,2.8332666515127185e-08,0.00016653461936159484,1323,848,832,368,368,Glorot,,tanh,0.013109842936197916,0.013007044792175293,0.01308747132619222,0.013098915417989096,0.013240615526835123,0.013028264045715332,0.013062040011088053,0.01309059915088472,0.914393146832784,0.005223524479025923,COMPLETE
1,0.8514736493428549,2025-09-02 03:18:54.382840,2025-09-02 03:22:41.575889,0 days 00:03:47.193049,512,normal,6,zero,,0.00044961887272172035,6583,912,832,416,640,old,1.8647617315080172,logistic,0.013108054796854654,0.013227542241414389,0.013159791628519693,0.01305560270945231,0.013112425804138184,0.01299754778544108,0.013082782427469889,0.013106249627612887,0.8514736493428549,0.0075568131028600875,COMPLETE
2,0.7919878760973612,2025-09-02 03:22:41.576405,2025-09-02 03:25:01.124979,0 days 00:02:19.548574,512,normal,6,zero,,0.005616945781998589,902,128,224,672,640,old,0.7134517280441177,logistic,0.01278837521870931,0.013050278027852377,0.013003667195638021,0.012947758038838705,0.013145168622334799,0.013114531834920248,0.012354016304016113,0.01291482789175851,0.7919878760973612,0.006632534782065684,COMPLETE
3,0.5445645848910013,2025-09-02 03:25:01.125466,2025-09-02 03:29:41.846323,0 days 00:04:40.720857,256,normal,6,zero,,0.005680937610553498,2579,496,224,336,944,Glorot,,tanh,0.012842496236165365,0.013231356938680014,0.013097604115804037,0.013064702351888021,0.013036052385965982,0.013054807980855307,0.010682463645935059,0.012715640522184825,0.5445645848910013,0.002363150472346098,COMPLETE
4,1.0314398606618245,2025-09-02 03:29:41.846720,2025-09-02 03:34:16.703947,0 days 00:04:34.857227,256,normal,7,nz,0.00332977912693167,7.637327239040629e-06,114,176,576,608,864,Glorot,,logistic,0.013084848721822103,0.013036330540974935,0.01310269037882487,0.01345654328664144,0.013104120890299479,0.013143698374430338,0.013048648834228516,0.013139554432460242,1.0314398606618245,0.003992391625480387,COMPLETE
5,1.0450009107589722,2025-09-02 03:34:16.704888,2025-09-02 03:40:42.533135,0 days 00:06:25.828247,256,uniform,5,zero,,2.754579187431952e-06,128,944,944,768,784,Glorot,,tanh,0.01302941640218099,0.013105114301045736,0.01301280657450358,0.013087948163350424,0.0130234956741333,0.013078411420186361,0.013098200162251791,0.013062198956807453,1.0450009107589722,0.003120111246562378,COMPLETE
6,0.8926149805386862,2025-09-02 03:40:42.533532,2025-09-02 03:45:45.537405,0 days 00:05:03.003873,256,uniform,5,zero,,0.010155970644048225,323,624,128,944,1008,old,1.9540912485570676,logistic,0.013309081395467123,0.013025482495625814,0.013143340746561686,0.013141671816507975,0.013105392456054688,0.012985547383626303,0.012284557024637857,0.012999296188354492,0.8926149805386862,0.012420981688135714,COMPLETE
7,1.0223588943481445,2025-09-02 03:45:45.537818,2025-09-02 03:57:17.508116,0 days 00:11:31.970298,100,uniform,8,zero,,1.9670000815753223e-05,2947,624,928,1024,864,old,1.7685618590876564,logistic,0.013102253278096518,0.013106544812520346,0.013148983319600424,0.013021111488342285,0.013191660245259603,0.013104637463887533,0.013092756271362305,0.013109706697009857,1.0223588943481445,0.0007677832770241504,COMPLETE
8,0.7555641929308573,2025-09-02 03:57:17.508518,2025-09-02 04:01:54.343880,0 days 00:04:36.835362,256,normal,5,nz,0.00022322339992933733,0.004226725354450022,160,432,448,784,560,Glorot,,tanh,0.013073245684305826,0.012978633244832357,0.013083855311075846,0.013078967730204264,0.013068238894144693,0.013103882471720377,0.01293949286142985,0.013046616599673318,0.7555641929308573,0.022797898538584868,COMPLETE
9,0.3665798306465149,2025-09-02 04:01:54.344727,2025-09-02 04:13:10.303280,0 days 00:11:15.958553,100,normal,5,zero,,0.7942211358209026,557,592,432,192,816,Glorot,,tanh,0.0107497771581014,0.0113144318262736,0.012403925259908041,0.012535850207010904,0.01244668165842692,0.010475993156433105,0.0072981516520182295,0.011032115845453171,0.3665798306465149,0.015854092398502318,COMPLETE
10,1.031476100285848,2025-09-02 04:13:10.304139,2025-09-02 04:18:13.552538,0 days 00:05:03.248399,512,normal,7,nz,6.886891123861803e-07,7.091274531602468e-06,1569,464,720,816,976,old,0.2755374402164064,logistic,0.013040900230407715,0.013130942980448404,0.013013958930969238,0.013088146845499674,0.013036608695983887,0.013045271237691244,0.013103008270263672,0.013065548170180546,1.031476100285848,0.004198990221512533,COMPLETE
11,0.39955278237660724,2025-09-02 04:18:13.552926,2025-09-02 04:29:52.368285,0 days 00:11:38.815359,100,uniform,5,zero,,0.02326891288009884,2421,672,720,288,848,Glorot,,logistic,0.012950499852498373,0.01292117436726888,0.012984236081441244,0.013008435567220053,0.013074517250061035,0.013002753257751465,0.008715669314066568,0.012379612241472519,0.39955278237660724,0.0009921284037385431,COMPLETE
