number,value,datetime_start,datetime_complete,duration,params_batch_size,params_colnorm_thresh,params_dist1,params_iseed,params_l2_penalty_choice,params_l2_penalty_nz,params_lr,params_lr_anneal_start,params_nhid1,params_nhid2,params_nhid3,params_pca_energy,params_preproc,params_scale_heur1,params_scale_mult1,params_squash,user_attrs_avg_fit_criteria,user_attrs_ed_cl1_mean,user_attrs_ed_cl2_mean,user_attrs_ed_cl3_mean,state,avg_fit_criteria,ed_cl1_mean,ed_cl2_mean,ed_cl3_mean
0,0.009999999776482582,2025-08-24 10:50:03.894793,2025-08-24 10:55:38.301741,0 days 00:05:34.406948,100,,normal,8,nz,2.8332666515127185e-08,0.001043515710351857,106,832,992,912,,raw,Glorot,,logistic,0.01309356689453125,0.01314232349395752,0.013087987899780273,0.013050389289855958,COMPLETE,0.01309356689453125,0.01314232349395752,0.013087987899780273,0.013050389289855958
1,0.009999999776482582,2025-08-24 10:55:38.303509,2025-08-24 11:00:52.158212,0 days 00:05:13.854703,100,,uniform,6,zero,,2.284837598099766e-06,233,896,448,832,,raw,old,1.8367687261504506,logistic,0.012977838516235352,0.013207149505615235,0.012898087501525879,0.01282827854156494,COMPLETE,0.012977838516235352,0.013207149505615235,0.012898087501525879,0.01282827854156494
2,0.062183331698179245,2025-08-24 11:00:52.160035,2025-08-24 11:06:15.748280,0 days 00:05:23.588245,100,1.0979545731115338e-09,uniform,6,zero,,0.00019674545664986347,128,640,944,816,,colnorm,old,0.5522153215986169,tanh,0.013077584902445476,0.013140439987182617,0.013193249702453613,0.012899065017700195,COMPLETE,0.013077584902445476,0.013140439987182617,0.013193249702453613,0.012899065017700195
3,0.05926666632294655,2025-08-24 11:06:15.749969,2025-08-24 11:32:26.997008,0 days 00:26:11.247039,20,1.6410052678123524e-06,normal,5,zero,,0.09683714003316882,1848,16,320,448,,colnorm,Glorot,,logistic,0.006028461456298828,0.001244354248046875,0.007955384254455567,0.008885645866394043,COMPLETE,0.006028461456298828,0.001244354248046875,0.007955384254455567,0.008885645866394043
4,0.009999999776482582,2025-08-24 11:32:26.997392,2025-08-24 11:37:38.504807,0 days 00:05:11.507415,100,,uniform,5,zero,,9.000040972326552e-05,243,800,736,816,,raw,old,1.91145773015142,logistic,0.013169336318969728,0.01307508945465088,0.013412141799926757,0.013020777702331543,COMPLETE,0.013169336318969728,0.01307508945465088,0.013412141799926757,0.013020777702331543
5,0.06151666641235352,2025-08-24 11:37:38.505138,2025-08-24 11:43:15.864603,0 days 00:05:37.359465,100,3.934854551086919e-06,normal,7,nz,2.5689072709426117e-05,5.276847581147895e-05,221,304,160,352,,colnorm,Glorot,,tanh,0.013114039103190103,0.012989306449890136,0.012941598892211914,0.013411211967468261,COMPLETE,0.013114039103190103,0.012989306449890136,0.012941598892211914,0.013411211967468261
6,0.07773333191871643,2025-08-24 11:43:15.865989,2025-08-24 11:49:40.701147,0 days 00:06:24.835158,100,,normal,7,zero,,0.008948220794904321,1367,576,288,1008,0.5712176866709087,pca,old,1.8459256038847829,tanh,0.012646238009134928,0.012796330451965331,0.01225440502166748,0.012887978553771972,COMPLETE,0.012646238009134928,0.012796330451965331,0.01225440502166748,0.012887978553771972
7,0.17258333265781403,2025-08-24 11:49:40.701469,2025-08-24 12:21:54.408059,0 days 00:32:13.706590,20,1.5719798915188787e-07,uniform,5,nz,7.135089719871652e-06,0.11046538250437803,2652,336,896,224,,colnorm,old,1.0886287623448017,tanh,0.0009512027104695638,0.0008931159973144531,0.001822686195373535,0.00013780593872070312,COMPLETE,0.0009512027104695638,0.0008931159973144531,0.001822686195373535,0.00013780593872070312
8,0.009999999776482582,2025-08-24 12:21:54.408444,2025-08-24 12:28:21.585835,0 days 00:06:27.177391,100,,uniform,6,nz,1.1366707462439177e-05,1.7638895995727322e-06,755,624,112,832,,raw,old,1.4900201948996412,logistic,0.01303451061248779,0.01311178207397461,0.01295616626739502,0.01303558349609375,COMPLETE,0.01303451061248779,0.01311178207397461,0.01295616626739502,0.01303558349609375
9,0.010016666539013386,2025-08-24 12:28:21.586162,2025-08-24 12:35:04.968163,0 days 00:06:43.382001,100,,uniform,5,zero,,2.738175791324914e-06,2000,16,960,896,0.6867118536767687,pca,Glorot,,logistic,0.013378334045410159,0.013748836517333985,0.013277626037597657,0.013108539581298827,COMPLETE,0.013378334045410159,0.013748836517333985,0.013277626037597657,0.013108539581298827
10,0.027283333241939545,2025-08-24 12:35:04.968536,2025-08-24 12:41:13.050629,0 days 00:06:08.082093,100,,uniform,7,zero,,0.002472295306383974,2075,112,320,64,0.7991185925525833,pca,old,0.2686955279215667,tanh,0.012964153289794922,0.012741756439208985,0.013008522987365722,0.01314218044281006,COMPLETE,0.012964153289794922,0.012741756439208985,0.013008522987365722,0.01314218044281006
