number,value,datetime_start,datetime_complete,duration,params_batch_size,params_colnorm_thresh,params_dist1,params_iseed,params_l2_penalty_choice,params_l2_penalty_nz,params_lr,params_lr_anneal_start,params_nhid1,params_pca_energy,params_preproc,params_scale_heur1,params_scale_mult1,params_squash,user_attrs_avg_fit_criteria,state,avg_fit_criteria
48,0.10000000149011612,2025-08-24 17:14:38.287205,2025-08-24 17:18:27.490952,0 days 00:03:49.203747,100,3.358169163752707e-05,uniform,6,nz,0.0024680587736614413,0.9697375420442652,1475,688,,colnorm,Glorot,,logistic,,COMPLETE,
49,0.860357129573822,2025-08-24 17:18:27.491256,2025-08-24 17:22:15.963431,0 days 00:03:48.472175,100,4.770458283007039e-05,normal,5,nz,0.00015475079915615398,0.07164852581959834,395,784,,colnorm,Glorot,,logistic,0.010293245315551758,COMPLETE,0.010293245315551758
50,0.7954999923706054,2025-08-24 17:22:15.963719,2025-08-24 17:40:32.294684,0 days 00:18:16.330965,20,,normal,8,nz,0.008187112182355285,0.0029600975671283283,7939,512,0.6206862729565343,pca,Glorot,,tanh,0.005083537101745606,COMPLETE,0.005083537101745606
51,0.8753999829292297,2025-08-24 17:40:32.295093,2025-08-24 17:58:31.369826,0 days 00:17:59.074733,20,,normal,7,zero,,0.015679036934983955,4372,368,0.896842521815074,pca,old,1.9766830295460647,tanh,0.0055512189865112305,COMPLETE,0.0055512189865112305
52,0.5755428582429886,2025-08-24 17:58:31.370231,2025-08-24 18:16:35.845669,0 days 00:18:04.475438,20,5.595777266971826e-06,normal,7,zero,,0.33264553780545775,336,784,,colnorm,Glorot,,tanh,,COMPLETE,
53,0.8920714259147644,2025-08-24 18:16:35.846600,2025-08-24 18:20:12.556291,0 days 00:03:36.709691,100,7.973774495933276e-05,normal,5,zero,,0.2850640100589241,279,784,,colnorm,Glorot,,tanh,0.0077217817306518555,COMPLETE,0.0077217817306518555
54,0.6866142749786377,2025-08-24 18:20:12.556594,2025-08-24 18:23:52.622095,0 days 00:03:40.065501,100,,normal,5,zero,,0.0071396169148823805,509,912,0.5053441625694735,pca,Glorot,,tanh,0.01296379566192627,COMPLETE,0.01296379566192627
55,0.8436999917030334,2025-08-24 18:23:52.622368,2025-08-24 18:27:32.433811,0 days 00:03:39.811443,100,6.16337670515983e-05,normal,5,zero,,0.02115049805006117,164,672,,colnorm,Glorot,,tanh,0.012619256973266602,COMPLETE,0.012619256973266602
56,0.8928285598754883,2025-08-24 18:27:32.434511,2025-08-24 18:31:12.001420,0 days 00:03:39.566909,100,7.266232153747963e-05,normal,7,zero,,0.023196936494281374,9148,976,,colnorm,Glorot,,tanh,0.006666374206542969,COMPLETE,0.006666374206542969
57,0.8887857079505921,2025-08-24 18:31:12.001719,2025-08-24 18:34:49.642142,0 days 00:03:37.640423,100,6.451844914252144e-05,normal,7,zero,,0.006779308173894328,8443,864,,colnorm,Glorot,,tanh,0.010456228256225586,COMPLETE,0.010456228256225586
58,0.10000000149011612,2025-08-24 18:34:49.642425,2025-08-24 18:38:39.565387,0 days 00:03:49.922962,100,,uniform,6,nz,0.0006979903471827923,0.3005870799081172,5774,992,,raw,Glorot,,tanh,,COMPLETE,
59,0.8817714214324951,2025-08-24 18:38:39.565619,2025-08-24 18:42:29.193133,0 days 00:03:49.627514,100,,uniform,5,nz,9.51235037215379e-05,0.20077338441590967,2293,720,0.7920696382630926,pca,Glorot,,tanh,0.0011811494827270509,COMPLETE,0.0011811494827270509
60,0.895885705947876,2025-08-24 18:42:29.193425,2025-08-24 18:46:20.106651,0 days 00:03:50.913226,100,5.674140412563766e-05,normal,7,nz,0.001119191554264157,0.47311497277892217,205,560,,colnorm,old,0.8722521336222702,tanh,0.0019435405731201172,COMPLETE,0.0019435405731201172
61,0.886885690689087,2025-08-24 18:46:20.106983,2025-08-24 18:50:07.535021,0 days 00:03:47.428038,100,4.7278987095175045e-05,normal,7,nz,0.001126231003471404,0.07887485439823992,436,400,,colnorm,old,0.8892451653796588,tanh,0.008172845840454102,COMPLETE,0.008172845840454102
62,0.10000000149011612,2025-08-24 18:50:07.535265,2025-08-24 19:09:13.887253,0 days 00:19:06.351988,20,5.528322577985516e-05,normal,7,nz,0.0011271971348126143,0.7014249666806324,418,800,,colnorm,old,0.9746687093378759,tanh,,COMPLETE,
63,0.8932999849319458,2025-08-24 19:09:13.889154,2025-08-24 19:12:54.138091,0 days 00:03:40.248937,100,0.0001894663279727213,uniform,7,zero,,0.11380764736220982,9927,992,,colnorm,old,0.5443807926015237,tanh,0.00579383373260498,COMPLETE,0.00579383373260498
64,0.10000000149011612,2025-08-24 19:12:54.138371,2025-08-24 19:16:33.608916,0 days 00:03:39.470545,100,,uniform,7,zero,,0.5858011590347815,7652,960,,raw,old,0.5233569903935075,tanh,,COMPLETE,
65,0.8927428483963012,2025-08-24 19:16:33.609737,2025-08-24 19:20:14.520680,0 days 00:03:40.910943,100,0.00098198507358309,uniform,6,zero,,0.0406166782165767,9804,1008,,colnorm,old,0.5182578348126157,tanh,0.006868338584899903,COMPLETE,0.006868338584899903
66,0.8541285634040833,2025-08-24 19:20:14.520959,2025-08-24 19:23:52.398234,0 days 00:03:37.877275,100,0.0002182261518732892,uniform,7,zero,,0.007266600709729604,4445,896,,colnorm,old,0.8046246007693486,logistic,0.011096620559692382,COMPLETE,0.011096620559692382
67,0.8937285542488098,2025-08-24 19:23:52.398469,2025-08-24 19:27:29.553458,0 days 00:03:37.154989,100,0.00019092558234853714,uniform,7,zero,,0.08872426594092007,6255,736,,colnorm,old,0.6017368529536625,tanh,0.004952120780944824,COMPLETE,0.004952120780944824
68,0.8932428359985352,2025-08-24 19:27:29.553781,2025-08-24 19:31:08.546372,0 days 00:03:38.992591,100,1.4137278628310945e-05,uniform,7,zero,,0.1898948167027314,5990,560,,colnorm,old,0.5517842880561016,tanh,0.002379322052001953,COMPLETE,0.002379322052001953
69,0.8944142818450928,2025-08-24 19:31:08.546645,2025-08-24 19:50:14.904448,0 days 00:19:06.357803,20,0.00015472939064307763,uniform,7,nz,0.0012006097041026456,0.1146936722224564,3544,912,,colnorm,old,0.6144904753386953,tanh,0.06655733585357666,COMPLETE,0.06655733585357666
70,0.8617714166641235,2025-08-24 19:50:14.906477,2025-08-24 20:09:25.198230,0 days 00:19:10.291753,20,8.16246964211795e-06,uniform,7,nz,0.0009717135003189748,0.005113932069277863,1920,1024,,colnorm,old,0.8130167996973219,tanh,0.012351655960083007,COMPLETE,0.012351655960083007
71,0.8943999886512757,2025-08-24 20:09:25.199971,2025-08-24 20:13:18.677020,0 days 00:03:53.477049,100,0.00020787178216598412,uniform,5,nz,0.0010850208603504713,0.025999956428124176,5126,1024,,colnorm,old,0.5861312692251852,tanh,0.0058088541030883786,COMPLETE,0.0058088541030883786
72,0.855485713481903,2025-08-24 20:13:18.677323,2025-08-24 20:17:10.478911,0 days 00:03:51.801588,100,0.00019377708356620318,uniform,5,nz,0.0011128836945029814,0.007835503841905614,1177,944,,colnorm,old,0.6357693627019086,tanh,0.012656497955322265,COMPLETE,0.012656497955322265
73,0.8710857152938842,2025-08-24 20:17:10.479196,2025-08-24 20:21:02.682854,0 days 00:03:52.203658,100,,uniform,5,nz,0.001047505496630841,0.0172171117451132,9020,1024,0.6926293687402326,pca,old,0.7035220387432685,tanh,0.005031800270080567,COMPLETE,0.005031800270080567
74,0.10000000149011612,2025-08-24 20:21:02.683138,2025-08-24 20:24:54.033380,0 days 00:03:51.350242,100,,normal,7,nz,0.0011415079924530815,0.7861400158861362,109,608,,raw,old,0.706048968501769,tanh,,COMPLETE,
75,0.8953285694122315,2025-08-24 20:24:54.034191,2025-08-24 20:44:05.431354,0 days 00:19:11.397163,20,0.0001674020318671871,uniform,7,nz,0.0015256779839311367,0.053137390630083256,6601,656,,colnorm,old,0.3796682190885634,tanh,0.06215765476226807,COMPLETE,0.06215765476226807
76,0.8383285522460937,2025-08-24 20:44:05.431749,2025-08-24 20:47:58.947719,0 days 00:03:53.515970,100,0.00012027927144355355,uniform,5,nz,0.0016356322634216392,0.0037338620128176975,6023,992,,colnorm,old,0.2678902859207662,logistic,0.01137242317199707,COMPLETE,0.01137242317199707
77,0.8637428402900695,2025-08-24 20:47:58.948683,2025-08-24 21:07:17.668204,0 days 00:19:18.719521,20,4.219021549149911e-06,uniform,7,nz,0.0019796502373484143,0.02093984939715016,3133,608,,colnorm,old,0.3422109140739105,logistic,0.0030134916305541992,COMPLETE,0.0030134916305541992
78,0.8908999919891357,2025-08-24 21:07:17.668603,2025-08-24 21:26:34.031113,0 days 00:19:16.362510,20,0.00014067459395535831,uniform,5,nz,0.000294916924411043,0.2153967731663903,4355,896,,colnorm,old,0.20084003907697423,tanh,0.017820525169372558,COMPLETE,0.017820525169372558
79,0.2494000017642975,2025-08-24 21:26:34.031506,2025-08-24 21:30:27.375124,0 days 00:03:53.343618,100,1.5913080781030606e-05,normal,7,nz,0.008341081131809706,0.9941739084773435,194,624,,colnorm,old,0.970252697287119,logistic,,COMPLETE,
80,0.894085705280304,2025-08-24 21:30:27.375426,2025-08-24 21:49:43.333656,0 days 00:19:15.958230,20,0.00023496690797684066,uniform,7,nz,0.0006439713785021003,0.04830254025770546,9499,656,,colnorm,old,0.5285768704420625,tanh,0.011692214012145995,COMPLETE,0.011692214012145995
81,0.8941428422927856,2025-08-24 21:49:43.334051,2025-08-24 22:08:52.306543,0 days 00:19:08.972492,20,0.0004369265055889164,uniform,7,nz,0.0004682383709845648,0.08906530582727872,7438,784,,colnorm,old,0.5037472794242958,tanh,0.019225168228149413,COMPLETE,0.019225168228149413
82,0.8947857022285461,2025-08-24 22:08:52.306927,2025-08-24 22:12:44.977774,0 days 00:03:52.670847,100,0.0008119763245518849,normal,5,nz,0.0002690162219747751,0.18640692126464845,7523,1024,,colnorm,old,0.46117426997020444,tanh,0.006161141395568848,COMPLETE,0.006161141395568848
83,0.8935142874717712,2025-08-24 22:12:44.978644,2025-08-24 22:16:37.145954,0 days 00:03:52.167310,100,0.0009884122863856892,normal,5,nz,8.83506510671229e-05,0.030431411027930927,4655,1024,,colnorm,old,0.3196368165548226,tanh,0.008586978912353516,COMPLETE,0.008586978912353516
84,0.8755428552627563,2025-08-24 22:16:37.146252,2025-08-24 22:20:26.569066,0 days 00:03:49.422814,100,0.0009995818874325186,normal,8,nz,0.001743840132611119,0.07038674679533753,279,704,,colnorm,old,0.6951232568923068,tanh,0.011228561401367188,COMPLETE,0.011228561401367188
85,0.8923856973648071,2025-08-24 22:20:26.569289,2025-08-24 22:24:15.875637,0 days 00:03:49.306348,100,2.5493188767415435e-07,uniform,7,nz,0.00020351223981362522,0.18230295985890152,3106,832,,colnorm,old,0.43511656623038647,tanh,0.0030218124389648437,COMPLETE,0.0030218124389648437
86,0.893228554725647,2025-08-24 22:24:15.875979,2025-08-24 22:42:27.984462,0 days 00:18:12.108483,20,9.748784219915065e-05,uniform,7,zero,,0.048709465457291844,7145,720,,colnorm,Glorot,,tanh,0.0036089420318603516,COMPLETE,0.0036089420318603516
87,0.41531427949666977,2025-08-24 22:42:27.984860,2025-08-24 22:46:36.803579,0 days 00:04:08.818719,100,,normal,6,nz,0.0032048854342568217,0.8647656289921728,245,656,0.8271499442420949,pca,old,0.8029960943274642,tanh,,COMPLETE,
88,0.41697141975164415,2025-08-24 22:46:36.803875,2025-08-24 22:51:01.786094,0 days 00:04:24.982219,100,1.9847617487201126e-05,uniform,7,nz,0.0002202369014014721,0.8373147360665613,316,544,,colnorm,old,1.350566705972974,tanh,,COMPLETE,
89,0.8945285558700562,2025-08-24 22:51:01.786437,2025-08-24 22:55:40.670087,0 days 00:04:38.883650,100,,uniform,7,nz,0.0010906215404390244,0.06594040260642417,7114,496,0.9980609329508696,pca,Glorot,,logistic,0.004682731628417969,COMPLETE,0.004682731628417969
90,0.10000000149011612,2025-08-24 22:55:40.670378,2025-08-24 23:00:27.939312,0 days 00:04:47.268934,100,,uniform,7,nz,0.004527723351814442,0.4744412694790894,3787,432,0.9805728261709012,pca,Glorot,,logistic,,COMPLETE,
91,0.8727571249008179,2025-08-24 23:00:27.939605,2025-08-24 23:04:17.070749,0 days 00:03:49.131144,100,,normal,7,nz,0.000582561419822339,0.006313880227619508,5130,640,,raw,Glorot,,tanh,0.010021591186523437,COMPLETE,0.010021591186523437
92,0.8955428600311279,2025-08-24 23:04:17.071024,2025-08-24 23:27:26.104100,0 days 00:23:09.033076,20,1.079502841724432e-09,normal,8,nz,0.0006097843550060746,0.010817531463518368,6846,336,,colnorm,old,0.44847325436797897,tanh,0.00493316650390625,COMPLETE,0.00493316650390625
93,0.10000000149011612,2025-08-24 23:27:26.104932,2025-08-24 23:50:24.106196,0 days 00:22:58.001264,20,1.192987347439174e-09,normal,5,nz,0.00021342195904303858,0.6517713346257975,5565,416,,colnorm,old,0.24138217968994044,tanh,,COMPLETE,
94,0.8851999878883362,2025-08-24 23:50:24.106596,2025-08-25 00:11:00.576295,0 days 00:20:36.469699,20,1.021165666726298e-09,normal,8,nz,0.0003613638986976467,0.004476074048861712,7704,496,,colnorm,old,0.44925992747774557,tanh,0.01028130054473877,COMPLETE,0.01028130054473877
95,0.6147142767906189,2025-08-25 00:11:00.577178,2025-08-25 00:14:49.928054,0 days 00:03:49.350876,100,,uniform,7,nz,0.0012339610384140044,3.439072503362536e-05,7812,352,0.9914407690546616,pca,Glorot,,logistic,0.012973380088806153,COMPLETE,0.012973380088806153
96,0.8787000060081482,2025-08-25 00:14:49.928294,2025-08-25 00:33:38.576572,0 days 00:18:48.648278,20,,normal,8,nz,1.720955867802065e-05,0.017723234583035218,10000,256,0.9047581311674098,pca,old,1.2050205234364864,tanh,0.0014239311218261718,COMPLETE,0.0014239311218261718
97,0.5752142816781998,2025-08-25 00:33:38.576962,2025-08-25 00:37:14.933466,0 days 00:03:36.356504,100,3.059570200975278e-08,normal,7,zero,,0.872428869349268,211,432,,colnorm,old,0.216995384902798,tanh,,COMPLETE,
98,0.8522285580635071,2025-08-25 00:37:14.933748,2025-08-25 00:56:16.696580,0 days 00:19:01.762832,20,,uniform,6,nz,0.0004142592539360855,0.016046814918584895,3738,736,,raw,old,1.4794421012287438,tanh,0.005795073509216308,COMPLETE,0.005795073509216308
